Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Culture,0.6492,Business and Economic,0.5143,Society,0.4789,1265.0,1265.0
Culture,0.5645,Business and Economic,0.4451,Society,0.3946,1089.0,1089.0
Culture,0.6613,Science and Technology,0.5363,Business and Economic,0.523,20.0,20.0
Culture,0.6875,Business and Economic,0.6182,Science and Technology,0.5664,301.2,301.2
Culture,0.6508,Business and Economic,0.6294,Science and Technology,0.5297,665.2,665.2
Culture,0.6032,Business and Economic,0.4754,Science and Technology,0.4617,310.0,310.0
Culture,0.6453,Business and Economic,0.4834,Science and Technology,0.4674,668.0,668.0
Culture,0.7238,Science and Technology,0.5663,Society,0.5645,56.5,56.5
Culture,0.7528,Science and Technology,0.6979,Business and Economic,0.678,11.3,11.3
Culture,0.7144,Business and Economic,0.6584,Science and Technology,0.6334,8.2,8.2
Culture,0.7215,Business and Economic,0.6522,Science and Technology,0.6337,5.2,5.2
Culture,0.6947,Business and Economic,0.6151,Science and Technology,0.5919,3.1,3.1
Culture,0.6427,Business and Economic,0.5602,Science and Technology,0.5331,2.8,2.8
Culture,0.6535,Business and Economic,0.5323,Science and Technology,0.5159,1.5,1.5
Culture,0.6236,Business and Economic,0.5234,Science and Technology,0.5121,2.6,2.6
Culture,0.5433,Political,0.4057,Society,0.2487,united kingdom,united kingdom
Culture,0.5874,Warfare and Conflict,0.4313,Society,0.424,0.437,0.437
Culture,0.6759,Science and Technology,0.5458,Business and Economic,0.5404,46.1,46.1
Art,0.8411,Culture,0.5517,Media and Entertainment,0.3828,,asteras tripolis
Business and Economic,0.8232,Society,0.3319,Culture,0.2111,,what is the rate of workers looking for a new job wanted to earn more than their current wage?
Education,0.6933,Science and Technology,0.4846,Business and Economic,0.338,canada,how many international students has canada received?
Education,0.6933,Science and Technology,0.4846,Business and Economic,0.338,canada,how many international students has canada received?
Education,0.6933,Science and Technology,0.4846,Business and Economic,0.338,canada,how many international students has canada received?
Education,0.7173,Science and Technology,0.4731,Business and Economic,0.4443,the age of 25,what is rates of international students are under the age of 25?
Education,0.7173,Science and Technology,0.4731,Business and Economic,0.4443,the age of 25,what is rates of international students are under the age of 25?
Education,0.9041,Science and Technology,0.4242,Society,0.2804,canada,what is the rate of international students came to canada to attend primary and secondary schools?
Education,0.9102,Business and Economic,0.7617,Science and Technology,0.7397,canada,what is the rate of international students came to canada to pursue university education?
Education,0.9102,Business and Economic,0.7617,Science and Technology,0.7397,canada,what is the rate of international students came to canada to pursue university education?
Education,0.7328,Science and Technology,0.5412,Business and Economic,0.4443,,what is the margin between male international students and female international students in transition rates?
Business and Economic,0.5639,Education,0.5546,Culture,0.4917,first,which age group has the lowest transition rates among international students who first obtained their study permit?
Business and Economic,0.5639,Education,0.5546,Culture,0.4917,first,which age group has the lowest transition rates among international students who first obtained their study permit?
Science and Technology,0.3568,Education,0.3409,Culture,0.3214,under 18,what is the transition rates between those ages under 18?
Society,0.3955,Business and Economic,0.3698,Science and Technology,0.3188,between those ages of 25,what is the transition rates between those ages of 25 and over?
Business and Economic,0.7489,Education,0.6958,Science and Technology,0.6302,canada,what is the transition rate among international students who came to canada to study at the bachelor level?
Business and Economic,0.7489,Education,0.6958,Science and Technology,0.6302,canada,what is the transition rate among international students who came to canada to study at the bachelor level?
Education,0.8802,Science and Technology,0.7579,Business and Economic,0.7414,"at least three years, canada",what is the proportion of those who completed at least three years of study in canada?
Education,0.8802,Science and Technology,0.7579,Business and Economic,0.7414,"at least three years, canada",what is the proportion of those who completed at least three years of study in canada?
Education,0.8601,Society,0.607,Science and Technology,0.5975,,what is the proportion of the landed immigrants who had a university degree at landing?
Education,0.8601,Society,0.607,Science and Technology,0.5975,,what is the proportion of the landed immigrants who had a university degree at landing?
Business and Economic,0.7643,Society,0.6322,Science and Technology,0.3703,,what is the proportion of the landed immigrants who who became permanent residents as principal applicants in the economic class?
Business and Economic,0.7643,Society,0.6322,Science and Technology,0.3703,,what is the proportion of the landed immigrants who who became permanent residents as principal applicants in the economic class?
Sports,0.311,Society,0.1856,Culture,0.0506,"the previous year, 12 or older",what is the percentage of canadians aged 12 or older reported that they had cycled in the previous year?
Culture,0.6988,Business and Economic,0.5659,Science and Technology,0.5376,81.5,81.5
Culture,0.6605,Science and Technology,0.5102,Business and Economic,0.474,26.9,26.9
Culture,0.5784,Business and Economic,0.3715,Science and Technology,0.3536,47.8,47.8
Culture,0.6759,Science and Technology,0.5458,Business and Economic,0.5404,46.1,46.1
Culture,0.763,Science and Technology,0.6421,Business and Economic,0.5996,18.4,18.4
Culture,0.6522,Science and Technology,0.522,Business and Economic,0.5083,32.0,32.0
Culture,0.7161,Business and Economic,0.586,Science and Technology,0.5724,38.1,38.1
Culture,0.7322,Business and Economic,0.5692,Science and Technology,0.5615,38.4,38.4
Culture,0.7344,Science and Technology,0.6298,Business and Economic,0.5853,23.4,23.4
Culture,0.597,Business and Economic,0.4272,Warfare and Conflict,0.3802,0.879454,0.879454
Culture,0.6676,Society,0.4737,Art,0.437,0.061968,0.061968
Culture,0.6101,Business and Economic,0.4706,Warfare and Conflict,0.445,0.048209,0.048209
Culture,0.6232,Business and Economic,0.4599,Society,0.4327,2755.0,2755.0
Culture,0.6543,Science and Technology,0.5073,Business and Economic,0.4977,33.0,33.0
Society,0.528,Culture,0.2783,Business and Economic,0.2426,"65 years, 15 and older",how many percentage point has seniors 65 years and older accounted for the population aged 15 and older?
Culture,0.6403,Business and Economic,0.5076,Science and Technology,0.4638,13834.0,13834.0
Culture,0.6611,Society,0.4957,Science and Technology,0.4832,,25
Political,0.0823,Culture,0.0457,Healthcare and Medicine,0.0174,,man or woman?
Political,0.0823,Culture,0.0457,Healthcare and Medicine,0.0174,,man or woman?
Political,0.0823,Culture,0.0457,Healthcare and Medicine,0.0174,,man or woman?
Culture,0.7224,Business and Economic,0.5899,Science and Technology,0.5851,76.0,76.0
Culture,0.698,Science and Technology,0.5665,Business and Economic,0.555,43.0,43.0
Culture,0.6874,Business and Economic,0.5564,Society,0.5448,82.0,82.0
Culture,0.6839,Science and Technology,0.5325,Business and Economic,0.5316,71.0,71.0
Culture,0.6841,Science and Technology,0.5318,Society,0.5314,63.0,63.0
Culture,0.6744,Science and Technology,0.5496,Business and Economic,0.5477,61.0,61.0
Culture,0.6744,Science and Technology,0.5496,Business and Economic,0.5477,61.0,61.0
Culture,0.6895,Science and Technology,0.5533,Business and Economic,0.528,51.0,51.0
Culture,0.6724,Science and Technology,0.5265,Business and Economic,0.5043,57.0,57.0
Culture,0.6759,Science and Technology,0.4962,Society,0.493,55.0,55.0
Culture,0.6759,Science and Technology,0.4962,Society,0.493,55.0,55.0
Culture,0.698,Science and Technology,0.5665,Business and Economic,0.555,43.0,43.0
Culture,0.6874,Business and Economic,0.5564,Society,0.5448,82.0,82.0
Culture,0.6876,Society,0.5428,Science and Technology,0.5049,70.0,70.0
Culture,0.6709,Society,0.5076,Business and Economic,0.4933,69.0,69.0
Healthcare and Medicine,0.5166,Culture,0.4633,Society,0.4341,"000, ages 50 to 69",000 numbers for biennial screening at ages 50 to 69?
Healthcare and Medicine,0.4983,Society,0.4535,Culture,0.4273,"000, ages 50 to 69",000 numbers for triennial screening at ages 50 to 69?
Healthcare and Medicine,0.5085,Society,0.4354,Culture,0.3487,"000, ages 40 to 74, annual",000 numbers for annual screening at ages 40 to 74?
Society,0.4455,Business and Economic,0.3699,Culture,0.2002,,what was the proportion of tax filers who considered to be delayed tax filers?
Society,0.4455,Business and Economic,0.3699,Culture,0.2002,,what was the proportion of tax filers who considered to be delayed tax filers?
Culture,0.736,Society,0.6346,Science and Technology,0.601,1990.0,1990.0
Culture,0.6749,Business and Economic,0.5111,Science and Technology,0.4972,19219702.0,19219702.0
Business and Economic,0.835,Culture,0.585,Healthcare and Medicine,0.567,"the second year in a row, annual, just over 4%",what was an annual increase of just over 4% in current dollars for the second year in a row?
Culture,0.5961,Society,0.4593,Science and Technology,0.4319,300.0,300.0
Culture,0.6484,Business and Economic,0.496,Society,0.463,549.0,549.0
Culture,0.7084,Business and Economic,0.5509,Society,0.5409,141.0,141.0
Environmental,0.6585,Science and Technology,0.473,Warfare and Conflict,0.3912,,sunderland
Business and Economic,0.3536,Society,0.3095,Culture,0.233,,delayed tax filers or initial tax filers?
Business and Economic,0.3536,Society,0.3095,Culture,0.233,,delayed tax filers or initial tax filers?
Business and Economic,0.3536,Society,0.3095,Culture,0.233,,delayed tax filers or initial tax filers?
Business and Economic,0.3536,Society,0.3095,Culture,0.233,,delayed tax filers or initial tax filers?
Business and Economic,0.3536,Society,0.3095,Culture,0.233,,delayed tax filers or initial tax filers?
Business and Economic,0.3536,Society,0.3095,Culture,0.233,,delayed tax filers or initial tax filers?
Culture,0.6971,Science and Technology,0.5875,Business and Economic,0.5779,468.3,468.3
Culture,0.7041,Business and Economic,0.6187,Science and Technology,0.5887,681.2,681.2
Culture,0.666,Business and Economic,0.5096,Science and Technology,0.4864,468.6,468.6
Culture,0.6801,Business and Economic,0.5429,Healthcare and Medicine,0.5056,681.7,681.7
Business and Economic,0.5425,Education,0.366,Society,0.3411,,what was the estimated sum of all ei payments to initial tax filers in the t1 hpmf?
Business and Economic,0.6225,Society,0.363,Education,0.363,,what was the estimated sum of all ei payments to initial tax filers in the t1 pmf?
Culture,0.6521,Science and Technology,0.5037,Society,0.4841,100.0,100.0
Culture,0.6521,Science and Technology,0.5037,Society,0.4841,100.0,100.0
Culture,0.6862,Science and Technology,0.5084,Society,0.5083,96.8,96.8
Culture,0.6277,Society,0.4219,Media and Entertainment,0.4044,99.0,99.0
Business and Economic,0.6932,Society,0.3276,Culture,0.0261,,what was the total aggregate employment earnings among delayed tax filers?
Business and Economic,0.5827,Healthcare and Medicine,0.2196,Art,0.1591,,what was the percentage of employment earnings of total employment earnings in the t1 hpmf captured by t1 pmf?
Culture,0.6502,Science and Technology,0.4765,Business and Economic,0.4728,87.9,87.9
Culture,0.6977,Science and Technology,0.551,Business and Economic,0.5267,91.9,91.9
Society,0.3881,Business and Economic,0.2828,Culture,0.2017,,initial tax filers or delayed tax filers?
Society,0.3881,Business and Economic,0.2828,Culture,0.2017,,initial tax filers or delayed tax filers?
Society,0.3881,Business and Economic,0.2828,Culture,0.2017,,initial tax filers or delayed tax filers?
Culture,0.6263,Society,0.4146,Science and Technology,0.4014,,0
Society,0.3881,Business and Economic,0.2828,Culture,0.2017,,initial tax filers or delayed tax filers?
Society,0.3881,Business and Economic,0.2828,Culture,0.2017,,initial tax filers or delayed tax filers?
Culture,0.7178,Business and Economic,0.6325,Science and Technology,0.5931,8.1,8.1
Business and Economic,0.7785,Culture,0.4266,Art,0.1923,,what was the proportion of individuals with business self-employment considered to be initial tax filers?
Business and Economic,0.6333,Culture,0.446,Society,0.3309,,what was the proportion of individuals with rental incomes considered to be initial tax filers?
Culture,0.562,Business and Economic,0.4554,Warfare and Conflict,0.4298,7850,7850
Culture,0.6324,Business and Economic,0.5169,Science and Technology,0.4743,1108.0,1108.0
Culture,0.7474,Society,0.6741,Science and Technology,0.638,1992.0,1992.0
Culture,0.7172,Science and Technology,0.5662,Business and Economic,0.5629,15.9,15.9
Society,0.3909,Healthcare and Medicine,0.2266,Science and Technology,0.1335,,what was the percentag of visible minority women reported disabilities?
Society,0.3909,Healthcare and Medicine,0.2266,Science and Technology,0.1335,,what was the percentag of visible minority women reported disabilities?
Political,0.2046,Culture,0.1107,Society,0.0901,,women with disabilities or men with disabilities?
Culture,0.6676,Business and Economic,0.5387,Science and Technology,0.5131,86.0,86.0
Culture,0.7334,Business and Economic,0.6071,Society,0.5846,80.5,80.5
Society,0.4292,Culture,0.2547,Healthcare and Medicine,0.2351,,women with mild or moderate disabilities or women with severe or very severe disabilities?
Society,0.312,Culture,0.2246,Healthcare and Medicine,0.0931,,women with severe or very severe disabilities or men with severe or very severe disabilities?
Culture,0.0984,Political,0.0743,Healthcare and Medicine,0.0374,,women or men?
Culture,0.0984,Political,0.0743,Healthcare and Medicine,0.0374,,women or men?
Culture,0.0984,Political,0.0743,Healthcare and Medicine,0.0374,,women or men?
Culture,0.0984,Political,0.0743,Healthcare and Medicine,0.0374,,women or men?
Culture,0.0984,Political,0.0743,Healthcare and Medicine,0.0374,,women or men?
Society,0.3819,Culture,0.346,Healthcare and Medicine,0.248,,women with severe or very severe disabilities or women with mild or moderate disabilities?
Society,0.3819,Culture,0.346,Healthcare and Medicine,0.248,,women with severe or very severe disabilities or women with mild or moderate disabilities?
Society,0.3819,Culture,0.346,Healthcare and Medicine,0.248,,women with severe or very severe disabilities or women with mild or moderate disabilities?
Society,0.3275,Culture,0.1373,Art,0.0147,,what was the proportion of men reported needing help with heavy household chores?
Healthcare and Medicine,0.9187,Society,0.488,Business and Economic,0.3732,,what was the proportion of men reported needing help with getting to appointments?
Food and Beverage,0.8809,Society,0.5068,Culture,0.3547,,what was the proportion of men reported needing help with preparing meals?
Society,0.3593,Business and Economic,0.0609,Culture,0.0554,,what was the percentage of women reported to have the difficulty of getting on or off the vehicle?
Society,0.3593,Business and Economic,0.0609,Culture,0.0554,,what was the percentage of women reported to have the difficulty of getting on or off the vehicle?
Culture,0.667,Business and Economic,0.4634,Society,0.4625,47.6,47.6
Culture,0.6883,Science and Technology,0.5286,Business and Economic,0.5257,49.0,49.0
Culture,0.7372,Science and Technology,0.6414,Business and Economic,0.6346,29.2,29.2
Culture,0.6819,Science and Technology,0.5467,Business and Economic,0.5458,30.4,30.4
Culture,0.7145,Science and Technology,0.5986,Business and Economic,0.5955,28.1,28.1
Culture,0.7198,Science and Technology,0.5914,Business and Economic,0.5687,31.6,31.6
Society,0.3819,Culture,0.346,Healthcare and Medicine,0.248,,women with severe or very severe disabilities or women with mild or moderate disabilities?
Culture,0.397,Political,0.3551,Healthcare and Medicine,0.2482,last minute,as it was not allowed last minute?
Culture,0.6583,Business and Economic,0.5129,Science and Technology,0.4926,3.354167,3.354167
Society,0.4264,Culture,0.2446,Business and Economic,0.2325,,men with severe or very severe disabilities or men with mild or moderate disabilities?
Society,0.4264,Culture,0.2446,Business and Economic,0.2325,,men with severe or very severe disabilities or men with mild or moderate disabilities?
Society,0.4264,Culture,0.2446,Business and Economic,0.2325,,men with severe or very severe disabilities or men with mild or moderate disabilities?
Society,0.4264,Culture,0.2446,Business and Economic,0.2325,,men with severe or very severe disabilities or men with mild or moderate disabilities?
Society,0.4264,Culture,0.2446,Business and Economic,0.2325,,men with severe or very severe disabilities or men with mild or moderate disabilities?
Culture,0.7084,Society,0.5384,Business and Economic,0.5302,50.6,50.6
Culture,0.6984,Science and Technology,0.5785,Business and Economic,0.5784,50.2,50.2
Culture,0.7241,Business and Economic,0.5557,Science and Technology,0.5406,49.6,49.6
Education,0.7832,Business and Economic,0.726,Science and Technology,0.6853,"the past five years, 25 to 34",what was the percentage of men with disabilities aged 25 to 34 who attended school in the past five years had reported that their choice of courses or career was influenced because of their condition?
Culture,0.5689,Science and Technology,0.4038,Business and Economic,0.3893,57.8,57.8
Culture,0.6571,Science and Technology,0.4757,Society,0.4323,54.9,54.9
Culture,0.6005,Science and Technology,0.3874,Healthcare and Medicine,0.3776,5.6,5.6
Culture,0.7092,Science and Technology,0.5917,Business and Economic,0.5687,22.0,22.0
Culture,0.5698,Business and Economic,0.4289,Science and Technology,0.4226,127.0,127.0
Political,0.2926,Warfare and Conflict,0.2124,Culture,0.2086,,catania
Culture,0.6751,Business and Economic,0.5294,Society,0.4986,4945.0,4945.0
Culture,0.2538,Healthcare and Medicine,0.2407,Business and Economic,0.2203,less than 30 hours,that is less than 30 hours?
Culture,0.2538,Healthcare and Medicine,0.2407,Business and Economic,0.2203,less than 30 hours,that is less than 30 hours?
Culture,0.2538,Healthcare and Medicine,0.2407,Business and Economic,0.2203,less than 30 hours,that is less than 30 hours?
Culture,0.3099,Healthcare and Medicine,0.2375,Society,0.2062,between 41 and 50 hours,that is between 41 and 50 hours?
Culture,0.3099,Healthcare and Medicine,0.2375,Society,0.2062,between 41 and 50 hours,that is between 41 and 50 hours?
Culture,0.3099,Healthcare and Medicine,0.2375,Society,0.2062,between 41 and 50 hours,that is between 41 and 50 hours?
Culture,0.3099,Healthcare and Medicine,0.2375,Society,0.2062,between 41 and 50 hours,that is between 41 and 50 hours?
Political,0.1492,Society,0.0618,Culture,0.0612,,men with disabilities or women with disabilities?
Culture,0.6696,Science and Technology,0.5174,Business and Economic,0.4882,33.6,33.6
Culture,0.7371,Science and Technology,0.6608,Business and Economic,0.6234,64.3,64.3
Culture,0.6192,Science and Technology,0.4589,Business and Economic,0.4579,27.9,27.9
Culture,0.7109,Science and Technology,0.5437,Society,0.5414,54.5,54.5
Political,0.3838,Culture,0.2031,Society,0.1944,,women without disabilities or women without disabilities?
Business and Economic,0.2791,Culture,0.2282,Science and Technology,0.1152,,which kind of household income was the highest ?
Culture,0.6327,Business and Economic,0.5066,Society,0.4284,82950.0,82950.0
Culture,0.61,Business and Economic,0.501,Warfare and Conflict,0.437,96530.0,96530.0
Culture,0.6195,Business and Economic,0.5004,Warfare and Conflict,0.4178,83420.0,83420.0
Culture,0.6883,Science and Technology,0.5286,Business and Economic,0.5257,49.0,49.0
Culture,0.6925,Science and Technology,0.5785,Business and Economic,0.5488,23.0,23.0
Culture,0.7093,Science and Technology,0.5957,Business and Economic,0.5682,12.0,12.0
Culture,0.6839,Science and Technology,0.5138,Society,0.5123,29.0,29.0
Culture,0.6738,Science and Technology,0.5319,Business and Economic,0.5198,28.0,28.0
Culture,0.6731,Society,0.5253,Business and Economic,0.5209,73.0,73.0
Culture,0.4433,Food and Beverage,0.3849,Art,0.36,,personal preference
Culture,0.6876,Society,0.5428,Science and Technology,0.5049,70.0,70.0
Culture,0.6915,Science and Technology,0.5659,Business and Economic,0.5616,41.0,41.0
Culture,0.7522,Science and Technology,0.6252,Business and Economic,0.5953,14.0,14.0
Culture,0.6847,Business and Economic,0.593,Science and Technology,0.5554,8.0,8.0
Culture,0.6847,Business and Economic,0.593,Science and Technology,0.5554,8.0,8.0
Culture,0.6759,Science and Technology,0.4962,Society,0.493,55.0,55.0
Culture,0.6844,Science and Technology,0.5712,Business and Economic,0.5618,11.0,11.0
Culture,0.6976,Science and Technology,0.5625,Business and Economic,0.5414,26.0,26.0
Culture,0.7522,Science and Technology,0.6252,Business and Economic,0.5953,14.0,14.0
Culture,0.6345,Healthcare and Medicine,0.4374,Society,0.3894,canadian,how many percentage of those had some prior canadian experience?
Culture,0.6345,Healthcare and Medicine,0.4374,Society,0.3894,canadian,how many percentage of those had some prior canadian experience?
Culture,0.6345,Healthcare and Medicine,0.4374,Society,0.3894,canadian,how many percentage of those had some prior canadian experience?
Culture,0.6345,Healthcare and Medicine,0.4374,Society,0.3894,canadian,how many percentage of those had some prior canadian experience?
Culture,0.696,Society,0.6074,Education,0.5981,canadian,how many percentage of immigrant men with only canadian study experience accounted for immigrants with prior canadian experience?
Culture,0.7612,Business and Economic,0.6124,Science and Technology,0.5946,5483.4,5483.4
Culture,0.6905,Business and Economic,0.5109,Society,0.5028,757.7,757.7
Culture,0.6568,Business and Economic,0.5595,Healthcare and Medicine,0.5049,526.1,526.1
Culture,0.6451,Business and Economic,0.5382,Science and Technology,0.48,5307.2,5307.2
Culture,0.7033,Society,0.6111,Art,0.5904,1826.8,1826.8
Culture,0.5794,Business and Economic,0.4638,Society,0.407,569.0,569.0
Culture,0.6427,Business and Economic,0.5079,Science and Technology,0.4833,,<840.0>\
Culture,0.6801,Business and Economic,0.533,Science and Technology,0.5259,28.8,28.8
Culture,0.763,Science and Technology,0.6421,Business and Economic,0.5996,18.4,18.4
Culture,0.6815,Business and Economic,0.589,Science and Technology,0.5426,7.0,7.0
Business and Economic,0.7156,Education,0.6584,Science and Technology,0.5726,,what was the percent of graduates remained in the same province for both of their graduations?
Culture,0.72,Business and Economic,0.5618,Society,0.5521,"between 2013 and 2015, 2010, two years",what was the proportion of bachelor graduates from 2010 who obtained an additional short-duration credential between 2013 and 2015 and who worked in low value-added service industries fell two years before obtaining the short-duration credential?
Culture,0.7092,Business and Economic,0.5836,Society,0.5447,"between 2013 and 2015, 2010, two years",what was the proportion of bachelor graduates from 2010 who obtained an additional short-duration credential between 2013 and 2015 and who worked in low value-added service industries fell two years after obtaining the short-duration credential?
Culture,0.5718,Science and Technology,0.4024,Business and Economic,0.3772,4.6,4.6
Business and Economic,0.7686,Culture,0.4671,Society,0.4454,,what was the percentage points of the disparity in employment rates between aboriginal and non-aboriginal people when the foreign-born were excluded from the non-aboriginal population?
Business and Economic,0.7777,Society,0.4913,Culture,0.44,,what was the percentage points of the disparity in employment rates between aboriginal and non-aboriginal people when the foreign-born were included from the non-aboriginal population?
Business and Economic,0.4966,Science and Technology,0.3135,Culture,0.258,atlantic,what was the employment rate for aboriginal people which was highest in the atlantic region?
Business and Economic,0.6668,Society,0.3405,Culture,0.2634,"atlantic, 79.2%",what was the employment rate for non-aboriginal people which was highest in the atlantic region at 79.2%?
Culture,0.7228,Business and Economic,0.5794,Science and Technology,0.5609,7.4,7.4
Science and Technology,0.9009,Business and Economic,0.7326,Culture,0.6278,2019,how many percentage points did the top 30 institutions ranked by total s&e research nasf account for of all research space in fy 2019?
Culture,0.6676,Business and Economic,0.5387,Science and Technology,0.5131,86.0,86.0
Culture,0.6759,Science and Technology,0.5303,Business and Economic,0.5091,34.0,34.0
Sports,0.9367,Science and Technology,0.0851,Media and Entertainment,0.08,500,500m event?
Culture,0.7394,Society,0.6959,Art,0.5882,1962.0,1962.0
Culture,0.6102,Business and Economic,0.4772,Warfare and Conflict,0.4764,517.0,517.0
Culture,0.7007,Art,0.5578,Society,0.5568,1657.0,1657.0
Sports,0.9629,Art,0.0761,Culture,0.0738,his rookie season,how many touchdowns did daniels finish his rookie season with?
Culture,0.6401,Political,0.2478,Society,0.1255,,aboriginal people or non-aboriginal people?
Culture,0.6401,Political,0.2478,Society,0.1255,,aboriginal people or non-aboriginal people?
Culture,0.6401,Political,0.2478,Society,0.1255,,aboriginal people or non-aboriginal people?
Culture,0.6976,Science and Technology,0.5625,Business and Economic,0.5414,26.0,26.0
Culture,0.4649,Healthcare and Medicine,0.3045,Science and Technology,0.2956,27.41,27.41
Culture,0.7341,Business and Economic,0.6018,Science and Technology,0.5793,495144.0,495144.0
Media and Entertainment,0.3708,Business and Economic,0.2597,Healthcare and Medicine,0.222,,based on performerreported expectations?
Culture,0.681,Business and Economic,0.5256,Science and Technology,0.4784,453964.0,453964.0
Culture,0.6767,Business and Economic,0.5178,Science and Technology,0.4807,475426.0,475426.0
Culture,0.3257,Business and Economic,0.2961,Healthcare and Medicine,0.2105,"million dollars, u.s.",what was the u.s. total million dollars?
Culture,0.5449,Art,0.3071,Political,0.285,gil vicente,gil vicente
Culture,0.7669,Political,0.5327,Environmental,0.2813,esteghlal khuzestan,esteghlal khuzestan
Culture,0.7031,Society,0.6155,Science and Technology,0.5946,2011.0,2011.0
Culture,0.6877,Business and Economic,0.5173,Science and Technology,0.5147,3161.4,3161.4
Culture,0.4591,Society,0.4461,Science and Technology,0.3333,,how many percentage points did they account for in this age group?
Culture,0.396,Science and Technology,0.3049,Society,0.2832,,what was the number of seniors would be women?
Culture,0.6743,Business and Economic,0.5033,Science and Technology,0.4975,43.8,43.8
Culture,0.6926,Science and Technology,0.5762,Business and Economic,0.5644,72.1,72.1
Culture,0.6848,Science and Technology,0.5307,Society,0.5242,62.7,62.7
Culture,0.5807,Science and Technology,0.3792,Business and Economic,0.3643,77.9,77.9
Society,0.2185,Culture,0.1444,Business and Economic,0.0516,,what was the percent of men were part of a couple?
Culture,0.698,Science and Technology,0.5665,Business and Economic,0.555,43.0,43.0
Culture,0.6896,Business and Economic,0.5648,Science and Technology,0.5151,15.25,15.25 or
Culture,0.6409,Business and Economic,0.6139,Science and Technology,0.578,2.0,2.0
Culture,0.6204,Society,0.5018,Business and Economic,0.4411,0.116,0.116
Business and Economic,0.581,Society,0.1883,Healthcare and Medicine,0.1085,,which is only slightly smaller than the earnings dispersion measure?
Culture,0.6144,Society,0.4625,Business and Economic,0.4421,0.33,0.33
Culture,0.5574,Society,0.3327,Education,0.275,,older senior women or younger senior women.
Culture,0.6337,Science and Technology,0.5407,Business and Economic,0.5323,3.0>\,<3.0>\
Culture,0.6125,Society,0.4308,Education,0.389,65 to 74,older senior women or women aged 65 to 74.
Culture,0.1421,Political,0.129,Society,0.1046,,senior men or senior women?
Culture,0.4717,Society,0.3357,Healthcare and Medicine,0.2207,,senior men or senior women.
Culture,0.6356,Business and Economic,0.5172,Science and Technology,0.4788,,<45.0>\
Culture,0.6478,Business and Economic,0.4949,Science and Technology,0.4701,,<68.0>\
Culture,0.4706,Society,0.2881,Healthcare and Medicine,0.1836,,senior women or senior men.
Culture,0.4706,Society,0.2881,Healthcare and Medicine,0.1836,,senior women or senior men.
Culture,0.6337,Science and Technology,0.5407,Business and Economic,0.5323,3.0>\,<3.0>\
Culture,0.7411,Science and Technology,0.5845,Business and Economic,0.5572,58.4,58.4
Culture,0.7702,Science and Technology,0.6481,Business and Economic,0.6325,84.4,84.4
Culture,0.681,Business and Economic,0.5255,Science and Technology,0.5248,91.0,91.0
Culture,0.7307,Science and Technology,0.6411,Business and Economic,0.6035,35.3,35.3
Culture,0.7314,Science and Technology,0.641,Business and Economic,0.6355,59.2,59.2
Culture,0.6072,Society,0.3676,Education,0.2563,,men aged 65 or women aged 65.
Culture,0.7031,Science and Technology,0.5292,Business and Economic,0.5121,2317126.0,2317126.0
Business and Economic,0.5163,Healthcare and Medicine,0.4862,Culture,0.4251,2015,what was an increase from fy 2015?
Culture,0.7031,Science and Technology,0.5292,Business and Economic,0.5121,2317126.0,2317126.0
Culture,0.6808,Science and Technology,0.6009,Healthcare and Medicine,0.4284,,how many percent were came from state and other nonfederal sources?
Culture,0.633,Business and Economic,0.4283,Society,0.4011,0.725718,0.725718
Environmental,0.5177,Business and Economic,0.268,Healthcare and Medicine,0.2578,,reims
Culture,0.6409,Business and Economic,0.6139,Science and Technology,0.578,2.0,2.0
Culture,0.6409,Business and Economic,0.6139,Science and Technology,0.578,2.0,2.0
Culture,0.6169,Business and Economic,0.5046,Warfare and Conflict,0.429,5477.0,5477.0
Food and Beverage,0.5223,Society,0.0049,Culture,0.0023,,such as meal preparation and cleaning.
Healthcare and Medicine,0.8919,Society,0.0005,Culture,0.0002,,<medical treatments>\
Healthcare and Medicine,0.9546,Society,0.0037,Science and Technology,0.0009,,medical treatments
Culture,0.6676,Business and Economic,0.5941,Science and Technology,0.5583,5.0,5.0
Education,0.4778,Culture,0.38,Society,0.3603,,seniors who received some help
Culture,0.6703,Business and Economic,0.6366,Science and Technology,0.616,3.0,3.0
Healthcare and Medicine,0.4881,Society,0.0019,Culture,0.0005,,diseases of heart
Healthcare and Medicine,0.1198,Society,0.0062,Culture,0.0024,,cerebrovascular diseases
Healthcare and Medicine,0.2038,Society,0.0054,Environmental,0.0012,,chronic lower respiratory diseases
Culture,0.662,Business and Economic,0.5419,Science and Technology,0.5228,93>\,<93>\
Culture,0.6478,Business and Economic,0.4915,Science and Technology,0.4874,,<51.0>\
Culture,0.6313,Business and Economic,0.4867,Science and Technology,0.4833,2.416667,2.416667
Culture,0.7198,Science and Technology,0.5481,Business and Economic,0.5439,3.016667,3.016667
Culture,0.6787,Society,0.5334,Business and Economic,0.5246,65.0,65.0
Society,0.003,Culture,0.0015,Food and Beverage,0.0007,,the average time spenting on household.
Society,0.003,Culture,0.0015,Food and Beverage,0.0007,,the average time spenting on household.
Culture,0.6731,Business and Economic,0.5392,Science and Technology,0.5314,60.0,60.0
