similarity_score,num_pairs,qas,table
0.6542016267776489,6,what is the prevalence of daily smoking in 1991 640 what is the prevalence of daily smoking in 2012 520 what is the prevalence of daily smoking in 2001 610 what is the prevalence of daily smoking in 2012 520 in which year was occasional smoking more common among inuit 2012 or 1991 20120 in which year the prevalence of nonsmoking among inuit was higher 2012 or 1991 20120,"prevalence of daily, occasional and non-smoking, by inuit region, inuit population aged 15 or older, canada, 1991, 2001 and 2012. region and type of smoker 1991 1991 1991 2001 2001 2001 2012 2012 2012 region and type of smoker % 95% confidence interval 95% confidence interval % 95% confidence interval 95% confidence interval % 95% confidence interval 95% confidence interval region and type of smoker % from to % from to % from to total daily smoker 64 62 66 61 59 64 52 50 55 occasional smoker 7 6 9 6 5 7 9 8 11 non-smoker 29 27 31 32 30 35 38 36 41 outside inuit nunangat daily smoker 49 46 52 43 35 50 29 23 36 occasional smoker 7 5 8 6 4 10 8 5 11 non-smoker 44 41 47 51 44 58 64 57 70 inside inuit nunangat daily smoker 68 66 69 67 66 69 63 60 65 occasional smoker 8 7 9 6 5 7 10 9 12 non-smoker 25 23 26 27 25 28 27 25 29 nunavut daily smoker 69 67 71 67 65 69 63 60 66 occasional smoker 8 7 9 6 5 7 10 8 12 non-smoker 23 21 25 28 26 30 27 24 30 nunavik daily smoker 67 65 69 74 71 77 67 63 70 occasional smoker 7 6 7 4 3 6 10 8 12 non-smoker 27 25 28 22 19 24 24 21 27 inuvialuit settlement region daily smoker 67 65 68 65 60 70 57 53 62 occasional smoker 9 8 10 10 8 14 13 10 16 non-smoker 25 23 26 24 21 29 30 26 34 nunatsiavut daily smoker 56 55 58 50 44 56 50 46.1 54.8 occasional smoker 9 8 10 12 8 17 11 8.7 14.1 non-smoker 35 33 37 38 32 45 38 34.3 42.7"
0.6541773080825806,2,on the economic side what percent of second generation immigrants were either proud or very proud of canadas accomplishments 58 what percent of other nonimmigrants is pround of canadas economic achievements 49,"pride in canadian achievements, by generational status, 2013. generational status generational status generational status first generation second generation third generation or more percent percent percent political influence in the world 53 48 43 canada's achievement in arts and literature 53 53 50 canada's economic achievements 65 58 49 treatment of all groups in society 68 57 51 social security system 70 58 52 canada's achievements in sports 56 58 60 scientific and technological achievements 65 59 56 the way democracy works 70 61 54 canada's constitution 70 67 58 health care system 71 70 60 canada's armed forces 63 67 64 canadian history 69 72 69"
0.6539067625999451,7,what is the probability of a woman from the 1941 cohort would retire before age 62 if she resided in an er with a higher unemployment rate 745 what proportion of the working women in 1941 with a higher unemployment rate would retire before age 62 0745 what is the probability of working women in 1941 with lower unemployment rates would retire before age 62 533 what is the difference between working women in 1941 who would retire before age 62 with lower unemployment rates and higher unemployment rates 212 what is the difference between those with lower unemployment rates and higher unemployment rates among men who were born in 1941 predicted to retire before age 62 11 what is the probability of retiring before age 62 among male employees who were born in 1941 living in regions with a higher unemployment rate 485 what is the probability of retiring before age 62 among male employees who were born in 1941 living in regions with a higher unemployment rate 375,"this table displays the results of predicted probability of permanent retirement1 before age 62 by the unemployment rate of the economic region2 1941, 1942, 1943, 1944, 1945 and 1946, calculated using predicted probabilities (percentage) units of measure (appearing as column headers). 1941 1942 1943 1944 1945 1946 predicted probabilities predicted probabilities predicted probabilities predicted probabilities predicted probabilities predicted probabilities unemployment rate of economic region men lower unemployment rates 37.5 32.9 30.8 30.0 29.3 32.3 moderate unemployment rates 41.1 37.0 34.1 32.4 31.2 33.1 higher unemployment rates 48.5 45.4 41.3 37.7 35.1 34.5 women lower unemployment rates 53.3 51.7 43.9 46.2 44.3 42.9 moderate unemployment rates 60.8 59.3 50.4 50.6 48.3 45.8 higher unemployment rates 74.5 73.6 63.6 59.7 56.9 51.6"
0.6536999344825745,4,what is the percentage of female managers in agriculture aged 55 and over among all female managers in agriculture in 2016 521 what is the percentage of female managers in agriculture aged 55 and over among all female managers in agriculture in 1996 365 what is the percentage of women employed as advertising marketing and public relations managers aged 55 and over in 2016 100 what is the percentage of women employed as advertising marketing and public relations managers aged 55 and over in 1996 46,"most prevalent management occupations, women, 1996 and 2016. 1996 1996 1996 1996 2016 2016 2016 2016 workers proportion of workers aged 55 and over median age ratio of younger workers to older workers workers proportion of workers aged 55 and over median age ratio of younger workers to older workers number percent years ratio number percent years ratio occupation retail and wholesale trade managers 108,300 9.9 38.9 2.41 161,400 20.6 44.3 0.69 restaurant and food service managers 42,400 7.4 37.0 3.65 62,500 15.4 40.8 0.84 financial managers 18,900 7.7 39.8 5.70 42,000 23.0 47.2 0.65 managers in agriculture 52,000 36.5 49.3 0.42 38,200 52.1 55.7 0.14 advertising, marketing and public relations managers 25,100 4.6 37.2 13.43 37,500 10.0 38.9 1.50"
0.6535104513168335,1,what were the changes for property crime in alberta and other criminal code offences in newfoundland and labrador and new brunswick from 2009 to 2017 130 370 140,"police-reported crime rates by offence group and province, urban and rural police services, 2017. province violent crimes violent crimes property crimes property crimes other criminal code offences other criminal code offences criminal code traffic violations criminal code traffic violations drug offences drug offences province rate % change 2009 to 2017 rate % change 2009 to 2017 rate % change 2009 to 2017 rate % change 2009 to 2017 rate % change 2009 to 2017 newfoundland and labrador urban 1,386 -8 2,762 -41 1,038 24 394 -14 154 -42 rural 1,228 -16 3,141 -9 1,397 37 256 -39 229 4 prince edward island urban 904 -38 2,776 -47 667 -13 354 -41 137 -18 rural 869 -12 2,145 -26 534 -14 374 -36 166 23 nova scotia urban 1,281 -27 2,961 -36 969 -17 297 -17 241 -18 rural 1,194 -20 2,687 -21 816 -17 416 -19 345 15 new brunswick urban 1,299 -12 3,240 -11 1,078 37 276 -30 196 -15 rural 1,203 -28 2,441 -11 728 14 381 -22 277 -11 quebec urban 979 -10 1,912 -46 466 -16 460 -6 283 18 rural 1,314 19 1,544 -43 518 9 616 -12 311 -1 ontario urban 824 -18 2,435 -25 551 7 193 -24 158 -30 rural 987 -11 2,092 -28 624 -7 247 -27 202 -37 manitoba urban 1,521 -10 5,142 -26 1,301 20 158 -29 145 -18 rural 2,933 -11 5,405 -10 2,971 -11 718 -9 346 -1 saskatchewan urban 1,445 -28 5,735 -17 2,958 0 582 -26 255 -13 rural 3,118 -6 7,179 -7 3,532 8 1,168 -8 339 22 alberta urban 1,158 -11 5,147 0 1,615 12 321 -33 238 -5 rural 1,870 -24 6,858 13 2,236 -20 796 -30 392 -10 british columbia urban 1,070 -34 5,011 -12 1,464 -15 294 -36 397 -21 rural 1,367 -35 3,293 -35 1,758 -28 484 -31 482 -43 all provinces urban 990 -18 3,177 -22 884 0 296 -22 233 -14 rural 1,532 -11 3,355 -17 1,324 -8 543 -20 310 -17"
0.6529032588005066,14,in 2018 what is the proportion of regular force members who agreed that inappropriate sexual behaviour is not tolerated in their current unit 94 in 2018 what is the proportion of regular force members who strongly agreed that inappropriate sexual behaviour is not tolerated in their current unit 830 in 2018 what is the proportion of regular force members who agreed that complaints are or would be taken seriously in their current unit 94 in 2018 what is the proportion of regular force members who strongly agreed that complaints are or would be taken seriously in their current unit 840 which yearss proportion of regular force members who strongly agreed that inappropriate sexual behaviour is not tolerated in their current unit was higher 2018 or 2016 20180 which yearss proportion of regular force members who strongly agreed that complaints about inappropriate sexual behaviour are or would be taken seriously in my current unit was higher 2018 or 2016 20180 in 2018 what is the proportion of regular force members who strongly agreed that caf is working hard to create a workplace that prevents inappropriate sexual behaviour 740 how many percentage points was the percentage of regular force members who strongly agreed that caf is working hard to create a workplace that prevents inappropriate sexual behaviour in 2018 higher than that in 2016 11 in 2018 what is the percentage of regular force members who trusted their chain of command to effectively deal with inappropriate sexual behaviour 89 in 2018 among which gender was the percentage of regular force members who trusted their chain of command to effectively deal with inappropriate sexual behaviour slightly higher men in 2018 what was the proportion of men who did not trust their chain of command after experiencing sexual or discriminatory behaviour 100 in 2018 what was the proportion of women who did not trust their chain of command after experiencing sexual or discriminatory behaviour 160 in 2018 what was the proportion of men who did not trust their chain of command after being sexually assaulted 210 in 2018 what was the proportion of women who did not trust their chain of command after being sexually assaulted 290,"canadian armed forces regular force members' perceptions of response to sexual misconduct in the canadian armed forces, by gender and selected experiences, 2016 and 2018. perceptions of response to sexual misconduct 2018 2018 2018 2018 2018 2018 2018 2016 2016 2016 2016 2016 2016 2016 perceptions of response to sexual misconduct experienced sexualized or discriminatory behaviours experienced sexualized or discriminatory behaviours victim of sexual assault victim of sexual assault total, all regular force members total, all regular force members total, all regular force members experienced sexualized or discriminatory behaviours experienced sexualized or discriminatory behaviours victim of sexual assault victim of sexual assault total, all regular force members total, all regular force members total, all regular force members perceptions of response to sexual misconduct men women men women men women total men women men women men women total perceptions of response to sexual misconduct percent percent percent percent percent percent percent percent percent percent percent percent percent percent the canadian armed forces currently works hard to create a workplace that prevents inappropriate sexual behaviour strongly agree 67 48 52 32 75 64 74 58 39 37 27 65 54 63 somewhat agree 22 38 31 45 18 28 20 27 40 27 41 25 33 26 somewhat or strongly disagree 5 8 11 18 2 4 3 6 12 22 22 3 6 4 inappropriate sexual behaviour is not tolerated in my current unit strongly agree 71 59 57 45 84 77 83 67 53 40 48 79 72 78 somewhat agree 17 24 23 29 11 15 11 18 25 24 21 13 17 14 somewhat or strongly disagree 5 8 13 19 2 3 2 7 11 21 19 3 5 3 complaints about inappropriate sexual behaviour are (or would be) taken seriously in my current unit strongly agree 78 62 62 50 85 77 84 76 59 47 51 82 74 81 somewhat agree 13 19 18 17 9 13 10 13 20 21 20 11 15 11 somewhat or strongly disagree 4 9 11 21 2 4 2 4 11 15 19 2 5 2 i trust my chain of command to effectively deal with inappropriate sexual behaviour strongly agree 62 48 47 37 71 66 70 60 44 33 37 66 60 65 somewhat agree 20 26 22 25 18 21 19 22 27 23 27 20 23 21 somewhat or strongly disagree 10 16 21 29 5 7 5 10 18 26 27 6 9 6 i have received adequate training on preventing and addressing inappropriate sexual behaviour strongly agree 68 56 57 44 71 65 70 59 44 35 34 62 56 61 somewhat agree 22 29 19 36 20 23 20 23 29 28 27 24 25 25 somewhat or strongly disagree 5 7 12 9 3 4 3 7 13 15 16 5 9 5 inappropriate sexual behaviour is a problem in the canadian armed forces strongly agree 16 29 25 50 16 21 17 14 32 28 50 15 22 16 somewhat agree 22 35 30 26 24 32 25 18 31 22 28 21 29 22 somewhat or strongly disagree 38 15 26 10 32 19 30 45 17 28 8 36 21 34"
0.652698814868927,6,what was the percentage of children aged 5 to 17 who met the screentime recommendation 493 what was the percentage of children aged 5 to 17 who met the sleep recommendation 753 which age group were more likely to meet the recommendations for mvpa ages 5 to 11 what was the percentage of boys and girls meeting the mvpa recommendation respectively 468 246 what was the percentage of boys and girls aged 5 to 11 meeting the mvpa recommendation respectively 596 350 among youth but not childrenaged 12 to 17who had a higher percentage of meeting the screentime recommendationboys or girls girls,"percentages meeting specific time recommendations of 24-hour movement guidelines for children and youth, by sex and age group, household population aged 5 to 17, canada, 2009-to-2011 and 2012-to-2013 combined. recommendations met ages 5 to 17 ages 5 to 17 ages 5 to 17 ages 5 to 11 ages 5 to 11 ages 5 to 11 ages 12 to 17 ages 12 to 17 ages 12 to 17 recommendations met total boys girls total boys girls total boys girls recommendations met percentage percentage percentage percentage percentage percentage percentage percentage percentage none 10.7 9.6 11.9 4.2 4.1 4.4 17.1 15.0 19.4 sleep duration 75.3 77.2 73.3 82.6 82.7 82.4 68.1 71.7 64.3 physical activity 36.0 46.8 24.6 47.6 59.6 35.0 24.4 34.1 14.1 screen time 49.3 46.7 52.0 70.6 70.1 71.2 28.1 23.6 32.8 sleep duration and physical activity 28.1 37.4 18.2 40.5 50.9 29.6 15.7 24.2 6.8 sleep duration and screen time 40.0 39.1 41.0 59.5 59.1 60.0 20.6 19.3 21.9 physical activity and screen time 20.7 26.6 14.4 34.6 43.8 25.0 6.8 9.7 3.8 all three 17.5 22.9 11.8 29.6 37.3 21.6 5.5 8.7 2.0"
0.6526232957839966,9,how much is singledetached houses owned by immigrants average in vancouver 17675000 how much more is the value of singledetached houses owned by immigrants average than the average value of singledetached homes owned by the canadianborn in vancouver 0168672 whose semidetached houses have lower average assessment values in vancouver immigrant or canadianborn residents immigrant owner which one has a smaller difference in average valuation in vancouver condominiums or semidetached houses condominium which one has a smaller difference in average valuation in vancouver row houses or semidetached houses row house how much is the average value of immigrantowned dwellings lower than those owned by canadianborn residents in toronto for semidetached houses 88200 what kind of houses in toronto has the largest difference in average value semidetached how much is the average assessment value for immigrantowned condominium apartments lower than those owned by canadianborn residents in toronto for semidetached houses 52400 which one has a smaller differences in average assessment value in toronto singledetached houses or condominium apartments single detached,"average and median assessment value of residential properties, by immigration status of owner and property type. average assessment value average assessment value average assessment value median assessment value median assessment value median assessment value immigrant owner canadian-born owner difference immigrant owner canadian-born owner difference 2017 dollars 2017 dollars 2017 dollars 2017 dollars 2017 dollars 2017 dollars vancouver all property types 1,110,500 1,073,000 37,500 810,200 851,000 -40,800 single detached 1,767,500 1,512,400 255,100 1,373,000 1,254,100 118,900 semi-detached 1,143,800 1,270,200 -126,400 1,139,000 1,205,000 -66,000 row house 716,300 706,900 9,400 648,000 617,000 31,000 condominium 639,500 619,700 19,800 543,000 515,000 28,000 2016 dollars 2016 dollars 2016 dollars 2016 dollars 2016 dollars 2016 dollars toronto all property types 644,700 715,000 -70,300 576,000 618,000 -42,000 single detached 829,800 849,300 -19,500 729,000 724,000 5,000 semi-detached 568,600 656,800 -88,200 541,000 587,000 -46,000 row house 487,300 520,600 -33,300 459,000 463,000 -4,000 condominium 368,000 420,400 -52,400 333,000 359,000 -26,000"
0.6525900959968567,6,what was the percentage of admissions to provincialterritorial custody aboriginal adults accounted for in 20172018 300 what was the percentage of admissions to federal custody aboriginal adults accounted for in 20172018 290 what was the percentage of admissions to provincialterritorial custody that aboriginal adults represented in 20072008 210 what was the percentage of admissions to federal custody that aboriginal adults represented in 20072008 200 what was the percentage of admissions to custody in manitoba that aboriginal adults represented in 20172018 750 what was the percentage of admissions to custody in saskatchewan that aboriginal adults represented in 20172018 740,"admissions to adult custody, by aboriginal identity, jurisdiction, 2007/2008 and 2017/2018. jurisdiction 2017/2018 2017/2018 2017/2018 2017/2018 2017/2018 2017/2018 2007/2008 2007/2008 2007/2008 2007/2008 2007/2008 2007/2008 jurisdiction aboriginal aboriginal non-aboriginal non-aboriginal unknown aboriginal identity unknown aboriginal identity aboriginal aboriginal non-aboriginal non-aboriginal unknown aboriginal identity unknown aboriginal identity jurisdiction number percent number percent number percent number percent number percent number percent newfoundland and labrador 405 21 1,526 79 0 0 348 21 1,329 79 0 0 prince edward island 32 5 641 94 7 1 .. .. .. .. 970 100 nova scotia 266 6 4,306 89 240 5 450 8 5,105 91 58 1 new brunswick 553 10 4,933 90 4 0 445 8 4,872 92 7 0 quebec 2,308 5 43,072 95 0 0 1,255 3 39,042 96 511 1 ontario 8,456 12 60,734 88 0 0 9,699 9 94,885 91 0 0 manitoba 22,280 75 7,511 25 0 0 12,835 65 6,931 35 0 0 saskatchewan 9,902 74 3,052 23 350 3 7,525 78 1,887 20 232 2 alberta 17,614 41 24,268 57 611 1 14,398 36 25,258 64 0 0 british columbia 8,420 32 17,471 67 85 0 4,819 20 19,097 78 524 2 yukon 296 62 180 38 0 0 500 76 154 24 0 0 northwest territories 920 86 131 12 22 2 747 86 118 14 7 1 nunavut 940 96 0 0 42 4 712 96 0 0 31 4 total-provinces and territories 72,392 30 167,825 69 1,361 1 53,733 21 198,678 78 2,340 1 federal 2,109 29 5,236 71 0 0 1,740 20 6,826 80 0 0"
0.6525157690048218,3,from 2003 to 2013 what percent of employees aged 18 to 64 were laidoff in canada 58 from 2003 to 2013 what is the canadas hiring rate for employees aged 18 to 64 202 what is the layoff rates for employees aged 18 to 64 in newfoundland and labrador 157,"hiring rates and layoff rates, canada, provinces, territories, and economic regions of residence, averages of 2003 to 2013 - newfoundland and labrador, prince edward island, nova scotia, new brunswick, quebec and ontario. hiring rates hiring rates layoff rates layoff rates individuals aged 18 to 64 individuals aged 25 to 54 individuals aged 18 to 64 individuals aged 25 to 54 percent percent percent percent canada 20.2 16.6 5.8 5.0 newfoundland and labrador 25.0 20.5 15.7 13.2 avalon peninsula 22.1 17.9 10.2 8.7 south coast-burin peninsula and notre dame-central bonavista bay 30.0 25.1 25.4 21.5 west coast-northern peninsula-labrador 27.0 22.1 19.0 15.6 prince edward island 22.5 18.0 12.9 10.8 nova scotia 20.1 16.2 8.0 6.9 cape breton 23.7 19.1 14.5 12.6 north shore 20.5 16.3 9.6 8.3 annapolis valley 20.1 16.2 8.2 7.1 southern 20.2 16.2 11.1 9.6 halifax 18.9 15.4 4.9 4.3 new brunswick 21.3 17.1 10.4 8.9 campbellton-miramichi 24.6 19.9 20.0 17.0 moncton-richibucto 20.8 16.9 8.1 6.8 saint john-st. stephen 21.0 16.7 8.0 6.8 fredericton-oromocto 19.8 15.9 6.9 5.8 edmundston-woodstock 20.2 15.9 11.4 9.4 quebec 20.0 16.1 6.7 5.7 gaspesie-iles-de-la-madeleine 25.8 20.6 20.7 17.2 bas-saint-laurent 20.8 15.8 10.5 8.7 capitale-nationale 19.2 15.2 6.5 5.4 chaudiere-appalaches 18.7 14.0 6.7 5.3 estrie 19.4 15.0 6.8 5.6 centre-du-quebec 19.8 15.2 7.4 5.9 monteregie 19.1 14.9 5.8 4.8 montreal 21.1 18.7 5.3 5.0 laval 19.7 15.7 5.1 4.3 lanaudiere 19.2 14.7 6.6 5.5 laurentides 20.0 15.6 7.0 5.8 outaouais 17.3 13.1 5.6 4.6 abitibi-temiscamingue 23.8 18.5 11.3 9.2 mauricie 20.5 15.8 8.8 7.3 saguenay-lac-saint-jean 22.1 16.6 11.5 9.4 cote-nord and nord-du-quebec 24.6 19.3 13.4 11.3 ontario 18.4 15.0 4.7 4.2 ottawa 17.2 13.4 3.9 3.3 kingston-pembroke 18.7 14.5 5.1 4.3 muskoka-kawarthas 17.8 13.5 5.6 4.8 toronto 18.8 16.1 4.2 3.9 kitchener-waterloo-barrie 18.0 14.1 4.6 3.9 hamilton-niagara peninsula 18.1 14.3 5.0 4.3 london 17.9 13.9 4.9 4.1 windsor-sarnia 18.3 14.2 6.7 5.9 stratford-bruce peninsula 17.4 12.9 5.1 4.1 northeast 20.5 15.8 7.4 6.1 northwest 19.6 15.3 7.5 6.4"
0.6519538164138794,6,looking at canadas census metropolitan areas cma what is the percentage of carbon monoxide detectors were found most frequently among individuals living in oshawa in 2014 890 in contrast individuals from the quebec cmas of quebec had the lowest proportions of carbon monoxide detectors what is the percentage of it 270 in contrast individuals from the quebec cmas of saguenay had the lowest proportions of carbon monoxide detectors what is the percentage of it 310 in contrast individuals from the quebec cmas of montreal had the lowest proportions of carbon monoxide detectors what is the percentage of it 310 what is the percentage of individuals in st johns reported the highest proportion of fire extinguishers in 2014 820 what is the percentage of individuals in barrie reported the highest proportion of fire extinguishers in 2014 750,"fire safety devices, by census metropolitan area, 2014. census metropolitan area canadians whose household has a working: canadians whose household has a working: canadians whose household has a working: census metropolitan area smoke detector carbon monoxide detector fire extinguisher census metropolitan area percent percent percent st. john's 98 42 82 halifax 98 43 67 moncton 97 35 66 saint john 98 39 73 saguenay 99 31 72 quebec 99 27 71 sherbrooke 98 40 66 trois-rivieres 99 43 67 montreal 97 31 59 ottawa-gatineau 98 43 64 ottawa-gatineau 98 74 62 kingston 99 75 65 peterborough 99 80 71 oshawa 99 89 71 toronto 98 82 56 hamilton 99 85 62 st. catharines-niagara 100 85 69 kitchener 100 75 69 brantford 99 84 66 guelph 99 80 67 london 100 77 64 windsor 99 80 68 barrie 100 85 75 greater sudbury 100 85 74 thunder bay 100 69 74 winnipeg 97 66 60 regina 99 65 59 saskatoon 98 72 64 calgary 97 67 59 edmonton 96 59 67 kelowna 98 65 74 abbotsford-mission 99 54 64 vancouver 94 51 64 victoria 98 47 74 canada 98 60 66"
0.651669979095459,12,how many individuals in total earned minimum wages in the first quarter of 2018 15654000 how many individuals in total earned minimum wages in the first quarter of 2017 9532000 what was the proportion of minimum wage workers of all employees in early 2018 101 what was the proportion of minimum wage workers of all employees in early 2017 62 what was the proportion of minimum wage workers that were students aged 15 to 24 in the first quarter of 2017 411 what was the proportion of minimum wage workers that were students aged 15 to 24 in the first quarter of 2018 316 what was the proportion of minimum wage workers that aged 35 to 64 in the first quarter of 2017 252 what was the proportion of minimum wage workers that aged 35 to 64 in the first quarter of 2018 314 what was the proportion difference of minimum wage workers that aged 35 to 64 in the first quarter of 2017 and ealry 2018 62 what was the proportion of minimum wage workers that aged 15 to 24 and nonstudents the same age living with their parents in early 2018 426 what was the proportion of minimum wage workers that aged 15 to 24 and nonstudents the same age living with their parents in early 2017 52 what was the proportion difference of minimum wage workers that were students aged 15 to 24 and nonstudents the same age living wither their parents in the first quarter of 2017 and ealry 2018 94,"percentage distribution of minimum wage workers across individual characteristics, first quarter of 2017 and 2018. first quarter of 2017 first quarter of 2018 percent percent student, aged 15 to 24 41.1 31.6 not a student, aged 15 to 24 17.1 17.2 unattached individual, lone parent or spouse/partner in a single-earner couple 2.3 2.6 spouse/partner in a dual-earner couple 1.5 1.2 son/daughter living with their parents 10.9 11.0 other 2.4 2.3 student, aged 25 to 34 2.2 2.4 not a student, aged 25 to 34 10.5 13.9 unattached individual, lone parent or spouse/partner in a single-earner couple 2.9 4.0 spouse/partner in a dual-earner couple 3.7 4.5 son/daughter living with their parents 2.3 2.8 other 1.6 2.6 aged 35 to 54 17.3 21.8 unattached individual, lone parent or spouse/partner in a single-earner couple 6.1 6.3 spouse/partner in a dual-earner couple 8.8 11.8 other 2.4 3.8 aged 55 to 64 7.9 9.6 unattached individual, lone parent or spouse/partner in a single-earner couple 3.3 3.9 spouse/partner in a dual-earner couple 3.1 3.8 other 1.5 1.9 aged 65 and over 3.8 3.6 total 100.0 100.0 number of minimum wage workers 953,200 1,565,400 percentage of employees who are minimum wage workers 6.2 10.1"
0.651268720626831,3,what was the proportion of women aged 25 to 64 in 2011 had an apprenticeship certificate in personal and culinary services 380 what was the proportion of women aged 25 to 64 in 2011 had an apprenticeship certificate in health professions and related programs 230 what was the proportion of women aged 25 to 64 in 2011 had an apprenticeship certificate in business management marketing and related support services 190,"percent distribution of adults aged 25 to 64 with an apprenticeship certificate as the highest level of educational attainment for the top 10 female fields of study, by sex, canada, 2011. female female rank male male rank percent number percent number proportion with an apprenticeship certificate 100 .. 100 .. personal and culinary services 38 1 4 5 health professions and related programs 23 2 1 8 business, management, marketing and related support services 19 3 2 7 family and consumer sciences/human sciences 4 4 0 16 mechanic and repair technologies/technicians 2 5 29 2 construction trades 2 6 34 1 precision production 1 7 16 3 engineering technologies and engineering-related fields 1 8 5 4 agriculture, agriculture operations and related sciences 1 9 1 9 visual and performing arts 1 10 1 14 % represented by top 10 female fields of study 94 .. 92 .."
0.6511958241462708,4,according to the homicide survey how many females are accused of homicide from 2007 to 2017 679 what is the average number of females accused of homicide from 2007 to 2017 per year 61727273 what is te average number of males accused of homicide from 2007 to 2017 per year 491818182 what is the average rate of females accused of homicide from 2007 to 2017 0407273,"persons accused of homicide, by sex of accused and year, canada, 2007 to 2017. year female accused female accused male accused male accused total accused total accused year number rate number rate number rate 2007 58 0.40 500 3.57 558 1.97 2008 53 0.37 504 3.50 557 1.94 2009 64 0.44 535 3.72 599 2.00 2010 66 0.44 524 3.61 590 2.01 2011 59 0.39 555 3.78 614 2.07 2012 59 0.39 492 3.31 551 1.83 2013 56 0.37 441 2.93 497 1.64 2014 59 0.38 421 2.77 480 1.56 2015 64 0.41 523 3.41 587 1.90 2016 71 0.45 456 2.94 527 1.68 2017 70 0.44 459 2.93 529 1.67"
0.6505870819091797,4,how much entry earnings was tended to be raised by changes in all independent variables in model 2 28000 what percentage of change in womens earnings was cuased by the prelanding canadian work experience in model 3 066 how much entry earnings for men pas did changes to all control variables tend to increase in model 3 89000 how much entry earnings for female pas did changes in immigrant characteristics tend to increase in model 3 38000,"this table displays the results of changes in entry earnings and contributing factors between the 1999 and 2010 landing cohorts all new immigrants, principal applicants in the economic class, model 1, model 2 and model 3, calculated using 2011 constant dollars and proportion units of measure (appearing as column headers). all new immigrants all new immigrants all new immigrants principal applicants in the economic class principal applicants in the economic class principal applicants in the economic class model 1 model 2 model 3 model 1 model 2 model 3 2011 constant dollars 2011 constant dollars 2011 constant dollars 2011 constant dollars 2011 constant dollars 2011 constant dollars men total change 0 0 0 700 700 700 changes caused by changes in characteristics 800 2,100 5,000 3,000 3,900 8,900 proportion proportion proportion proportion proportion proportion contributing factors age at landing .. 0.01 -0.01 .. 0.03 0.01 immigration class 1.00 0.59 -0.05 1.00 0.94 -0.02 educational attainment at landing .. 0.00 -0.01 .. -0.17 -0.06 source region .. 0.66 0.23 .. 0.60 0.21 language .. 0.02 0.03 .. -0.16 0.01 geographic distribution .. -0.08 0.02 .. -0.22 -0.01 regional unemployment rate .. -0.19 -0.14 .. -0.02 -0.07 pre-landing canadian work experience .. .. 0.92 .. .. 0.94 2011 constant dollars 2011 constant dollars 2011 constant dollars 2011 constant dollars 2011 constant dollars 2011 constant dollars women total change 1,700 1,700 1,700 -1,100 -1,100 -1,100 changes caused by changes in characteristics 1,900 2,800 4,300 1,400 1,000 3,800 proportion proportion proportion proportion proportion proportion contributing factors age at landing .. 0.00 -0.01 .. -0.07 -0.02 immigration class 1.00 0.54 0.08 1.00 1.53 -0.17 educational attainment at landing .. 0.25 0.13 .. 0.58 0.12 source region .. 0.20 0.14 .. 0.02 0.19 language .. 0.13 0.07 .. -0.49 -0.07 geographic distribution .. -0.05 -0.01 .. -0.40 -0.01 regional unemployment rate .. -0.07 -0.06 .. -0.19 -0.10 pre-landing canadian work experience .. .. 0.66 .. .. 1.06"
0.6505447626113892,2,how many percentage points are immigrantowned wholesalers less likely on average to import compared with canadianowned wholesalers 0008 how many percentage points are immigrantowned wholesalers less likely to import from other regions 003,"impact of immigrant ownership on imports - wholesale trade sector. probability of importing probability of importing number of products number of products average value per product average value per product column 7 column 8 column 9 column 10 column 11 column 12 immigrant-owned in t-1 coefficient -0.008 -0.030 -0.017 -0.218 0.414 0.147 standard error 0.002 0.002 0.014 0.015 0.024 0.027 imports from the region of birth coefficient .. 0.162 .. 0.666 .. 0.883 standard error .. 0.003 .. 0.021 .. 0.032 combined effect coefficient .. 0.132 .. 0.448 .. 1.030 standard error .. 0.003 .. 0.020 .. 0.030 number of observations 3,936,163 3,936,163 487,909 487,909 487,909 487,909 r-squared 0.191 0.196 0.174 0.183 0.135 0.140"
