num_pairs,table,qas
13,"[Table caption:average sector output (nominal), average foreign-controlled market shares (nominal), and percentage change in foreign control, by sector; ] [TAB] | sector | average sector output share | average sector output share | average sector output share | average foreign-controlled market share | average foreign-controlled market share | average foreign-controlled market share | percentage change in foreign control | percentage change in foreign control | percentage change in foreign control | [SEP] | sector | 1973 to 1975 | 1997 to 1999 | 2009 to 2011 | 1973 to 1975 | 1997 to 1999 | 2009 to 2011 | between the 1973-to-1975 and 1997-to-1999 periods | between the 1997-to-1999 and 2009-to-2011 periods | between the 1973-to-1975 and 2009-to-2011 periods | [SEP] | sector | percent | percent | percent | percent | percent | percent | percent | percent | percent | [SEP] | food, beverage and tobacco | 19.6 | 13.7 | 17.7 | 35.8 | 46.7 | 32.8 | 30.5 | -29.9 | -8.5 | [SEP] | natural-resources-based | 15.5 | 14.7 | 26.3 | 57.9 | 40.8 | 48.4 | -29.5 | 18.7 | -16.3 | [SEP] | labour-intensive | 14.4 | 10.1 | 8.8 | 34.6 | 29.6 | 21.4 | -14.4 | -27.7 | -38.1 | [SEP] | scale-based | 34.8 | 41.8 | 29.1 | 57.0 | 61.1 | 58.0 | 7.2 | -5.2 | 1.6 | [SEP] | product-differentiated | 8.6 | 9.7 | 9.0 | 56.2 | 47.9 | 34.0 | -14.7 | -29.0 | -39.5 | [SEP] | science-based | 7.0 | 10.0 | 9.1 | 72.6 | 50.8 | 46.6 | -30.0 | -8.2 | -35.8 | [SEP] | manufacturing | 100.0 | 100.0 | 100.0 | 50.8 | 50.7 | 44.6 | -0.2 | -12.1 | -12.3 |","what was the percentage change in foreign control during the period before 2000? -0.2 what was the percentage change in foreign controling at the science-based sector and product-differentiated sector during the period before 2000 respectively? <-30.0>, <-14.7> what was the percentage change in foreign control during the years before 2000? -14.4 what was the percentage change in foreign control in natural resources before 2000? -29.5 what was the percentage change in foreign control at the scale-based sector before 2000? 7.2 what were the shares of manufacturing output of labour-intensive industries between 1973 to 1975 and 1997 to 1999 respectively? <14.4>, <10.1> what were the shares of manufacturing output of scale-based industries between 1973 to 1975 and 1997 to 1999 respectively? <34.8>, <41.8> what was the percentage change in foreign control in the product-differentiated sector between the 1997-to-1999 and 2009-to-2011 periods? -29.0 what was the percentage change in foreign control at the scale-based sector after 2000? -5.2 what was the percentage change in the share of manufacturing output for natural-resource-based industries between 1973 to 1975 and 1997 to 1999? 0.8 what was the percentage change in foreign control in the science-based sector after 2000? -8.2 what was the average sector output share of natural-resources-based industries in the 2009-to-2011 period? 26.3 which sector had the highest initial starting share of foreign control? science-based"
1,"[Table caption:college career statistics; ] [TAB] | season | passing | passing | passing | passing | passing | passing | passing | rushing | rushing | rushing | rushing | [SEP] | season | cmp | att | yds | pct | td | int | rtg | att | yds | avg | td | [SEP] | 2006 | 31 | 60 | 291 | 51.7 | 1 | 3 | 87.9 | 13 | 37 | 2.8 | 0 | [SEP] | 2007 | 209 | 382 | 2,431 | 54.7 | 12 | 12 | 112.3 | 38 | 27 | 0.7 | 0 | [SEP] | 2008 | 201 | 343 | 1,960 | 58.6 | 8 | 9 | 109.0 | 25 | 22 | 0.9 | 0 | [SEP] | 2009 | 70 | 131 | 670 | 53.4 | 3 | 5 | 96.3 | 17 | 6 | 0.4 | 0 | [SEP] | ncaa career totals | 511 | 916 | 5,352 | 55.8 | 24 | 29 | 107.2 | 93 | 38 | 0.4 | 0 |",how many passing yards did dan raudabaugh finish his career with? 5352.0
1,[Table caption:career statistics; ] [TAB] | club | season | league | league | league | fa cup | fa cup | league cup | league cup | other | other | total | total | [SEP] | club | season | division | apps | goals | apps | goals | apps | goals | apps | goals | apps | goals | [SEP] | cambridge united | 2000-01 | second division | 8 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 8 | 1 | [SEP] | cambridge united | 2001-02 | second division | 33 | 9 | 2 | 0 | 1 | 0 | 4 | 1 | 41 | 10 | [SEP] | cambridge united | 2002-03 | third division | 44 | 20 | 6 | 1 | 2 | 1 | 4 | 3 | 55 | 25 | [SEP] | cambridge united | 2003-04 | third division | 17 | 10 | 1 | 1 | 1 | 0 | 0 | 0 | 19 | 11 | [SEP] | cambridge united | total | total | 102 | 40 | 9 | 2 | 4 | 1 | 8 | 4 | 123 | 47 | [SEP] | reading | 2003-04 | first division | 17 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 17 | 5 | [SEP] | reading | 2004-05 | championship | 37 | 19 | 0 | 0 | 0 | 0 | 0 | 0 | 37 | 19 | [SEP] | reading | 2005-06 | championship | 34 | 18 | 2 | 0 | 3 | 4 | 0 | 0 | 40 | 22 | [SEP] | reading | 2006-07 | premier league | 13 | 2 | 4 | 2 | 0 | 0 | 0 | 0 | 18 | 4 | [SEP] | reading | 2007-08 | premier league | 34 | 10 | 0 | 0 | 2 | 0 | 0 | 0 | 36 | 10 | [SEP] | reading | total | total | 135 | 54 | 6 | 2 | 5 | 4 | 0 | 0 | 146 | 60 | [SEP] | stoke city | 2008-09 | premier league | 16 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 18 | 0 | [SEP] | stoke city | 2009-10 | premier league | 18 | 3 | 2 | 1 | 2 | 1 | 0 | 0 | 22 | 5 | [SEP] | stoke city | total | total | 34 | 3 | 3 | 1 | 3 | 1 | 0 | 0 | 40 | 5 | [SEP] | reading | 2008-09 | championship | 10 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 12 | 2 | [SEP] | middlesbrough | 2009-10 | championship | 6 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 6 | 3 | [SEP] | portsmouth | 2010-11 | championship | 35 | 8 | 1 | 0 | 1 | 0 | 0 | 0 | 37 | 8 | [SEP] | portsmouth | 2011-12 | championship | 33 | 4 | 1 | 0 | 1 | 0 | 0 | 0 | 35 | 4 | [SEP] | portsmouth | total | total | 68 | 12 | 2 | 0 | 2 | 0 | 0 | 0 | 72 | 12 | [SEP] | sheffield united | 2012-13 | league one | 33 | 11 | 2 | 1 | 0 | 0 | 2 | 0 | 37 | 12 | [SEP] | oxford united | 2013-14 | league two | 32 | 4 | 4 | 0 | 0 | 0 | 0 | 0 | 36 | 4 | [SEP] | career total | career total | career total | 420 | 129 | 26 | 6 | 14 | 6 | 12 | 4 | 472 | 145 |,what was the number of appearances made by dave kitson in his career totally? 420.0
1,[Table caption:this table displays the results of fictitious example - pension flows in the household sector and financial corporations sector; ] [TAB] | flow | non-financial corporations sector | household sector | financial corporations sector | [SEP] | actual employer social contributions | -25 | +25 |  | [SEP] | imputed employer social contributions | -25 | +25 |  | [SEP] | property income received |  | +5 | -5 | [SEP] | current transfers |  | -75 | 75 | [SEP] | current transfers |  | +20 | -20 | [SEP] | household disposable income |  | -55 |  | [SEP] | change in pension entitlements |  | 55 | -55 |,what was the change in pension entitlements in household sector? 55.0
1,[Table caption:wastewater pilot-test design; ] [TAB] | test site | wastewater treatment plants | 2018 population | [SEP] | central halifax | 3 | 0.2 | [SEP] | montreal island | 1 | 2.0 | [SEP] | toronto city | 4 | 2.8 | [SEP] | edmonton city | 1 | 1.0 | [SEP] | vancouver metro area | 5 | 2.5 | [SEP] | total | 14 | 8.4 |,"what were the numbers of wastewater treatment plants and the population in 2018(millions) respectively? <14.0>, <8.4>"
1,[Table caption:career statistics; ] [TAB] | club | season | league | league | league | cup | cup | league cup | league cup | continental | continental | other | other | [SEP] | club | season | division | apps | goals | apps | goals | apps | goals | apps | goals | apps | goals | [SEP] | tiro federal | 2010-11 | primera b nacional | 2 | 0 | 0 | 0 | - | - | 0 | 0 | 2 | 0 | [SEP] | tiro federal | 2011-12 | torneo argentino a | 8 | 0 | 0 | 0 | - | - | 0 | 0 | 8 | 0 | [SEP] | tiro federal | 2012-13 | torneo argentino a | 23 | 1 | 0 | 0 | - | - | 2 | 0 | 25 | 1 | [SEP] | tiro federal | 2013-14 | torneo argentino a | 25 | 4 | 0 | 0 | - | - | 4 | 0 | 29 | 4 | [SEP] | tiro federal | 2014 | torneo federal a | 14 | 2 | 0 | 0 | - | - | 2 | 0 | 16 | 2 | [SEP] | tiro federal | total | total | 72 | 7 | 0 | 0 | - | - | 8 | 0 | 80 | 7 | [SEP] | santamarina | 2015 | primera b nacional | 15 | 0 | 1 | 0 | - | - | 0 | 0 | 16 | 0 | [SEP] | puerto san martin | 2016 | torneo federal b | 2 | 0 | 0 | 0 | - | - | 0 | 0 | 2 | 0 | [SEP] | mitre | 2016 | torneo federal a | 11 | 1 | 0 | 0 | - | - | 2 | 0 | 13 | 1 | [SEP] | mitre | 2016-17 | torneo federal a | 33 | 0 | 0 | 0 | - | - | 0 | 0 | 33 | 0 | [SEP] | mitre | 2017-18 | primera b nacional | 24 | 0 | 2 | 0 | - | - | 0 | 0 | 26 | 0 | [SEP] | mitre | 2018-19 | primera b nacional | 11 | 0 | 0 | 0 | - | - | 0 | 0 | 11 | 0 | [SEP] | mitre | total | total | 79 | 1 | 2 | 0 | - | - | 2 | 0 | 83 | 1 | [SEP] | career total | career total | career total | 168 | 8 | 3 | 0 | - | - | 10 | 0 | 181 | 8 |,"in the 2015 primera b nacional campaign with santamarina, how many appearances did franco ferrari make? 15.0"
12,"[Table caption:state agency expenditures for r&d, by state and function of r&d, for the 10 states with the highest levels of r&d expenditures: fy 2015; ] [TAB] | state | total | agriculture | energy | environment and natural resources | health | transportation | other | [SEP] | united statesa | 2205147 | 127363 | 312114 | 413230 | 939828 | 247780 | 164831 | [SEP] | california | 500072 | 7567 | 194354 | 30382 | 221873 | 35201 | 10694 | [SEP] | new york | 365552 | 2166 | 40788 | 21641 | 244408 | 6851 | 49699 | [SEP] | florida | 191599 | 18530 | 1117 | 57934 | 102896 | 11121 | 0 | [SEP] | texas | 185094 | 809 | 0 | 14491 | 149991 | 19803 | 0 | [SEP] | ohio | 94299 | 0 | 11049 | 42607 | 3247 | 10142 | 27255 | [SEP] | pennsylvania | 75024 | 787 | 2157 | 9129 | 52399 | 2438 | 8114 | [SEP] | connecticut | 55817 | 4229 | 1944 | 10303 | 28804 | 5410 | 5127 | [SEP] | new mexico | 52303 | 28426 | 2978 | 3348 | 11313 | 2787 | 3451 | [SEP] | virginia | 43616 | 1121 | 6264 | 9600 | 6250 | 17555 | 2827 | [SEP] | utah | 38168 | 2035 | 4836 | 18246 | 8531 | 1471 | 3049 | [SEP] | all others | 603603 | 61694 | 46629 | 195547 | 110116 | 135001 | 54616 | [SEP] | puerto ricob | 5674 | 683 | 400 | 150 | 3123 | 560 | 757 |","in fy 2015, a total of 39 state governments reported some expenditures for energy-related r&d, how many thousand dollars were state government r&d expenditures for energy-related r&d in california? 194354.0 in fy 2015, a total of 39 state governments reported some expenditures for energy-related r&d, how many thousand dollars were state government r&d expenditures for energy-related r&d in new york? 40788.0 in fy 2015, a total of 39 state governments reported some expenditures for energy-related r&d, how many thousand dollars were state government r&d expenditures for energy-related r&d in ohio? 11049.0 in fy 2015, a total of 39 state governments reported some expenditures for energy-related r&d, how many thousand dollars were state government r&d expenditures for energy-related r&d in oregon? 7567.0 in fy 2015, a total of 39 state governments reported some expenditures for energy-related r&d, how many thousand dollars were state government r&d expenditures for energy-related r&d in virginia? 6264.0 in fy 2015, a total of 39 state governments reported some expenditures for energy-related r&d, how many percent of all state government r&d expenditures for energy-related r&d was concentrated in five states: california, new york, ohio, oregon, and virginia? 0.833099 35 states reported expenditures for health-related r&d in fy 2015, how many thousand dollars were state government agency expenditures on health-related r&d in new york? 244408.0 35 states reported expenditures for health-related r&d in fy 2015, how many thousand dollars were state government agency expenditures on health-related r&d in california? 221873.0 35 states reported expenditures for health-related r&d in fy 2015, how many thousand dollars were state government agency expenditures on health-related r&d in texas? 149991.0 35 states reported expenditures for health-related r&d in fy 2015, how many thousand dollars were state government agency expenditures on health-related r&d in florida? 102896.0 35 states reported expenditures for health-related r&d in fy 2015, how many thousand dollars were state government agency expenditures on health-related r&d in pennsylvania? 52399.0 35 states reported expenditures for health-related r&d in fy 2015, how many percent of all state government agency expenditures on health-related r&d was reported by agencies in five states: new york, california, texas, florida, and pennsylvania? 0.820966"
6,"[Table caption:this table displays the results of volunteer rate and average number of volunteer hours volunteer rate, average number of hours (annually), 2013, 2010, 2007 and 2004, calculated using percent and mean number of hours units of measure (appearing as column headers); ] [TAB] | caracteristics | volunteer rate | volunteer rate | volunteer rate | volunteer rate | average number of hours | average number of hours | average number of hours | average number of hours | [SEP] | caracteristics | 2013 | 2010 | 2007 | 2004 | 2013 | 2010 | 2007 | 2004 | [SEP] | caracteristics | percent | percent | percent | percent | mean number of hours | mean number of hours | mean number of hours | mean number of hours | [SEP] | total | 44 | 47 | 46 | 45 | 154 | 156 | 166 | 168 | [SEP] | sex |  |  |  |  |  |  |  |  | [SEP] | men | 42 | 46 | 45 | 44 | 164 | 153 | 168 | 168 | [SEP] | women | 45 | 48 | 47 | 47 | 145 | 158 | 164 | 168 | [SEP] | age group |  |  |  |  |  |  |  |  | [SEP] | 15 to 19 | 66 | 66 | 65 | 65 | 110 | 115 | 116 | 127 | [SEP] | 20 to 24 | 42 | 48 | 47 | 43 | 147 | 159 | 182 | 161 | [SEP] | 25 to 34 | 42 | 46 | 40 | 42 | 126 | 109 | 133 | 137 | [SEP] | 35 to 44 | 48 | 54 | 52 | 51 | 122 | 136 | 158 | 152 | [SEP] | 45 to 54 | 45 | 45 | 48 | 47 | 150 | 168 | 169 | 176 | [SEP] | 55 to 64 | 41 | 41 | 40 | 42 | 203 | 201 | 206 | 202 | [SEP] | 65 to 74 | 38 | 40 | 40 | 39 | 231 | 236 | 216 | 250 | [SEP] | 75 years and older | 27 | 31 | 29 | 23 | 196 | 198 | 222 | 234 | [SEP] | marital status |  |  |  |  |  |  |  |  | [SEP] | married or common-law | 44 | 47 | 47 | 46 | 156 | 160 | 168 | 172 | [SEP] | single, never married | 47 | 51 | 48 | 48 | 139 | 134 | 153 | 148 | [SEP] | separated or divorced | 37 | 42 | 39 | 43 | 167 | 183 | 197 | 199 | [SEP] | widowed | 27 | 32 | 31 | 28 | 228 | 204 | 179 | 201 | [SEP] | level of education |  |  |  |  |  |  |  |  | [SEP] | less than high school | 39 | 37 | 39 | 37 | 159 | 148 | 136 | 140 | [SEP] | high school diploma | 37 | 47 | 44 | 45 | 142 | 171 | 152 | 163 | [SEP] | post-secondary diploma or certificate | 42 | 45 | 47 | 46 | 142 | 140 | 168 | 172 | [SEP] | university degree | 55 | 58 | 57 | 59 | 170 | 160 | 187 | 180 | [SEP] | labour force participation |  |  |  |  |  |  |  |  | [SEP] | employed | 46 | 50 | 50 | 50 | 133 | 139 | 150 | 152 | [SEP] | unemployed | 45 | 34 | 38 | 42 | 182 | 132 | 205 | 236 | [SEP] | not in the labour force | 38 | 44 | 44 | 43 | 191 | 189 | 190 | 199 | [SEP] | presence of children in the household |  |  |  |  |  |  |  |  | [SEP] | no child | 38 | 41 | 39 | 40 | 169 | 175 | 184 | 191 | [SEP] | pre-school aged children only | 37 | 45 | 41 | 43 | 122 | 87 | 110 | 126 | [SEP] | both pre-school and school-aged children | 52 | 56 | 54 | 53 | 121 | 122 | 147 | 141 | [SEP] | school-aged children only | 59 | 59 | 62 | 59 | 139 | 146 | 153 | 142 | [SEP] | religious attendance |  |  |  |  |  |  |  |  | [SEP] | weekly | 59 | 65 | 66 | 62 | 215 | 202 | 232 | 230 | [SEP] | other | 40 | 44 | 43 | 43 | 133 | 141 | 142 | 147 | [SEP] | birthplace |  |  |  |  |  |  |  |  | [SEP] | canada | 45 | 49 | 47 | 46 | 150 | 155 | 165 | 167 | [SEP] | outside canada | 38 | 40 | 40 | 40 | 162 | 158 | 168 | 172 |",which age group is the highest 2013 rate of volunteering? 15 to 19 what is the percentage of canadians aged 15 to 19 volunteering their time in 2013? 66.0 which age group is the lowest rate of volunteering recorded among in 2013? 75 years and older what is the percentage of canadians with a school-aged child in the household volunteering their time in 2013? 59.0 what is the percentage of canadians with both preschool and school-aged children in the household volunteering their time in 2013? 52.0 what is the volunteer rate for those without children in 2013? 38.0
10,[Table caption:this table displays the results of prevalence of low income; ] [TAB] | low income | total | total | canadian-born | canadian-born | immigrant | immigrant | [SEP] | low income | female | male | female | male | female | male | [SEP] | low income | percentage | percentage | percentage | percentage | percentage | percentage | [SEP] | total age groups |  |  |  |  |  |  | [SEP] | visible minority | 21.9 | 21.1 | 19.3 | 18.5 | 22.0 | 21.0 | [SEP] | not a visible minority | 14.3 | 12.2 | 14.2 | 12.2 | 14.3 | 12.3 | [SEP] | under 15 years |  |  |  |  |  |  | [SEP] | visible minority | 25.4 | 25.2 | 22.3 | 21.8 | 34.3 | 36.2 | [SEP] | not a visible minority | 15.2 | 15.2 | 14.9 | 14.9 | 26.1 | 25.7 | [SEP] | 15 to 24 years |  |  |  |  |  |  | [SEP] | visible minority | 26.3 | 26.2 | 18.6 | 17.9 | 29.2 | 28.6 | [SEP] | not a visible minority | 15.8 | 13.7 | 15.4 | 13.3 | 20.8 | 18.7 | [SEP] | 25 to 54 years |  |  |  |  |  |  | [SEP] | visible minority | 20.7 | 19.3 | 12.6 | 11.1 | 21.3 | 19.8 | [SEP] | not a visible minority | 12.7 | 11.2 | 12.5 | 10.9 | 14.3 | 13.7 | [SEP] | 55 to 64 years |  |  |  |  |  |  | [SEP] | visible minority | 17.1 | 16.8 | 17.3 | 16.9 | 17.0 | 16.7 | [SEP] | not a visible minority | 14.4 | 13.2 | 14.5 | 13.2 | 13.4 | 13.1 | [SEP] | 65 years and over |  |  |  |  |  |  | [SEP] | visible minority | 17.3 | 14.3 | 15.1 | 9.8 | 17.4 | 14.4 | [SEP] | not a visible minority | 16.2 | 9.5 | 17.1 | 10.0 | 12.9 | 7.4 |,"overall, what was the percentage of visible minority women and girls living in a low-income situation? 21.9 what was the proportion of visible minority men and boys living in low-income situations? 21.1 within the population not belonging to a visible minority group, what was the prevalence of low income among women and girls? 14.3 within the population not belonging to a visible minority group, what was the prevalence of low income among men and boys? 12.2 what was the prevalence of low income among visible minority women aged 15 to 24? 26.3 what was the prevalence of low income among not a visible minority women aged 15 to 24? 15.8 what was the percentage of visible minority immigrant women aged 15 to 24 in a low-income situation in 2011? 29.2 what was the percentage of visible minority canadian-born women aged 15 to 24 in a low-income situation in 2011? 18.6 within the population that did not belong to a visible minority group, what was the percentage of immigrant women aged 15 to 24 in a low-income situation? 20.8 within the population that did not belong to a visible minority group, what was the percentage of canadian-born women aged 15 to 24 in a low-income situation? 15.4"
1,"[Table caption:number and percentage of thyroid cancer tumours diagnosed among patients aged 19 or older with at least one surgical treatment within one year of diagnosis by age group and province or territory, canada (excluding quebec), 2010 to 2012; ] [TAB] | | 19 to 49 years | 19 to 49 years | 19 to 49 years | 50 to 69 years | 50 to 69 years | 50 to 69 years | 70 years and older | 70 years and older | 70 years and older | [SEP] |  | linked cctlp tumour cohort | tumours with one or more surgical intervention | tumours with one or more surgical intervention | linked cctlp tumour cohort | tumours with one or more surgical intervention | tumours with one or more surgical intervention | linked cctlp tumour cohort | tumours with one or more surgical intervention | tumours with one or more surgical intervention | [SEP] |  | number | number | percent | number | number | percent | number | number | percent | [SEP] | canada | 6,070 | 5,745 | 94.7 | 5,120 | 4,775 | 93.3 | 1,360 | 1,170 | 86.1 | [SEP] | newfoundland and labrador | 125 | 125 | 100.0 | 145 | 145 | 98.6 | 45 | 40 | 93.3 | [SEP] | prince edward island | 10 | 10 | 100.0 | 15 | 10 | 80.0 | 5 | 5 | 100.0 | [SEP] | nova scotia | 140 | 135 | 96.4 | 160 | 160 | 98.8 | 55 | 50 | 92.9 | [SEP] | new brunswick | 140 | 145 | 100.0 | 215 | 215 | 98.6 | 50 | 45 | 81.1 | [SEP] | ontario | 4,095 | 3,855 | 94.1 | 3,380 | 3,115 | 92.2 | 830 | 715 | 86.5 | [SEP] | manitoba | 185 | 170 | 90.9 | 145 | 140 | 94.6 | 45 | 40 | 84.4 | [SEP] | saskatchewan | 135 | 135 | 98.5 | 105 | 100 | 96.2 | 35 | 30 | 80.0 | [SEP] | alberta | 720 | 695 | 96.7 | 495 | 470 | 94.5 | 125 | 105 | 85.5 | [SEP] | british columbia | 505 | 470 | 93.5 | 450 | 420 | 92.9 | 165 | 140 | 83.1 | [SEP] | yukon | x | x | 0.0 | x | x | 100.0 | x | x | 100.0 | [SEP] | northwest territories | x | x | 0.0 | x | x | 100.0 | 0 | 0 | 0.0 | [SEP] | nunavut | x | x | 0.0 | x | x | 100.0 | x | x | 0.0 |",which age group has the lowest surgical rate? 70 years and older
2,"[Table caption:police-reported crime for selected drug offences, canada, 2018 and 2019; ] [TAB] | type of offence | 2018r | 2018r | 2019 | 2019 | change in rate 2018 to 2019 | change in rate 2009 to 2019 | [SEP] | type of offence | number | rate | number | rate | percent | percent | [SEP] | total drug offences | 84,927 | 229 | 70,140 | 187 | -19 | -36 | [SEP] | total cannabis offences | 36,579 | 99 | 16,868 | 45 | .. | .. | [SEP] | cannabis - possession | 26,402 | 71 | 46 | 0 | .. | .. | [SEP] | cannabis - trafficking | 3,387 | 9 | 20 | 0 | .. | .. | [SEP] | cannabis - production or importation/exportation | 5,281 | 14 | 214 | 1 | .. | .. | [SEP] | cannabis (cannabis act) - possession | 459 | 1 | 1,818 | 5 | .. | .. | [SEP] | cannabis (cannabis act) - distribution | 189 | 1 | 955 | 3 | .. | .. | [SEP] | cannabis (cannabis act) - sale | 244 | 1 | 1,078 | 3 | .. | .. | [SEP] | cannabis (cannabis act) - importation or exportation | 342 | 1 | 11,193 | 30 | .. | .. | [SEP] | cannabis (cannabis act) - production | 102 | 0 | 907 | 2 | .. | .. | [SEP] | cannabis (cannabis act) - other | 173 | 0 | 637 | 2 | .. | .. | [SEP] | total other drug offences | 48,348 | 130 | 53,272 | 142 | 9 | 47 | [SEP] | cocaine - possession | 7,027 | 19 | 6,732 | 18 | -6 | -21 | [SEP] | cocaine - trafficking | 6,969 | 19 | 7,995 | 21 | 13 | -26 | [SEP] | cocaine - production or importation/exportation | 613 | 2 | 595 | 2 | -4 | 47 | [SEP] | methamphetamine - possession | 10,546 | 28 | 10,849 | 29 | 1 | 1,127 | [SEP] | methamphetamine - trafficking | 2,718 | 7 | 3,228 | 9 | 17 | 642 | [SEP] | methamphetamine - production or importation/exportation | 583 | 2 | 369 | 1 | -38 | 871 | [SEP] | ecstasy - possession | 284 | 1 | 231 | 1 | -20 | -57 | [SEP] | ecstasy - trafficking | 129 | 0 | 118 | 0 | -10 | -60 | [SEP] | ecstasy - production or importation/exportation | 805 | 2 | 318 | 1 | -61 | 629 | [SEP] | heroin - possession | 2,282 | 6 | 2,342 | 6 | 1 | 342 | [SEP] | heroin - trafficking | 866 | 2 | 708 | 2 | -19 | 125 | [SEP] | heroin - production or importation/exportation | 204 | 1 | 140 | 0 | -32 | 132 | [SEP] | opioids (not heroin) - possession | 1,494 | 4 | 2,346 | 6 | 55 | .. | [SEP] | opioids (not heroin) - trafficking | 933 | 3 | 1,355 | 4 | 43 | .. | [SEP] | opioids (not heroin) - production or importation/exportation | 78 | 0 | 65 | 0 | -18 | .. | [SEP] | other drugs - possession | 7,050 | 19 | 7,964 | 21 | 11 | .. | [SEP] | other drugs - trafficking | 3,449 | 9 | 5,288 | 14 | 51 | .. | [SEP] | other drugs - production or importation/exportation or other | 2,318 | 6 | 2,629 | 7 | 12 | .. |","in 2019, how many total drug offences reported by police? 70140.0 in 2019, there were over 70,100 total drug offences reported by police, what was the rate did total drug offences represent per 100,000 population? 187.0"
