question,predicted_label,score
"The statement is:  <the offence of annoyance by fly , which consist of fly an aircraft to annoy a person , is entitle to a summary hearing>. Is it entailed or refuted by the table above?",Legal,0.3183051347732544
The statement is:  <champion hideto tanihara take home the winner 's share of 40000000>. Is it entailed or refuted by the table above?,Political,0.110996313393116
The statement is:  <hideo tanihara be the champion with a 200000000 purse>. Is it entailed or refuted by the table above?,Financial and Economic,0.09801345318555832
The statement is:  <champion masahiro kawamura 's score be 267 ( - 17) at ibaraki country club>. Is it entailed or refuted by the table above?,Sports and Recreation,0.14833994209766388
The statement is:  <champion masahiro kawamura 's higashi hirono golf club tournament be 26 - 29>. Is it entailed or refuted by the table above?,Sports and Recreation,0.26539382338523865
"The statement is:  <champion hideto tanihara 's cut of the purse , at ibaraki country club , be 30000000>. Is it entailed or refuted by the table above?",Political,0.1406238079071045
The statement is:  <others bva be 3% and ipsos be 4%>. Is it entailed or refuted by the table above?,Food and Beverage,0.0783768817782402
The statement is:  <ump - nc have an ipsos of 26%>. Is it entailed or refuted by the table above?,Political,0.09752840548753738
The statement is:  <libertas tns - sofres be 4% when the iflop be 5%>. Is it entailed or refuted by the table above?,Telecommunications,0.38779911398887634
The statement is:  <dlr result be 0.00% in 2004>. Is it entailed or refuted by the table above?,Science and Research,0.07357602566480637
The statement is:  <tns - sofres 6 / 4 / 09 be 27% when ipsos 6 / 3 / 09 be 27%>. Is it entailed or refuted by the table above?,Telecommunications,0.1264590173959732
The statement is:  <tns - sofres be 4% when the iflop be 8%>. Is it entailed or refuted by the table above?,Telecommunications,0.11613737791776657
The statement is:  <dlr have more than 0.00% in 2004>. Is it entailed or refuted by the table above?,Census and Demographics,0.0687037855386734
The statement is:  <game 4 be play on november 7>. Is it entailed or refuted by the table above?,Telecommunications,0.09962442517280579
The statement is:  <t j ford have the most point at 18 in the november 12th game>. Is it entailed or refuted by the table above?,Telecommunications,0.1010778471827507
The statement is:  <november 7 be the date of game 2>. Is it entailed or refuted by the table above?,Telecommunications,0.1045762374997139
The statement is:  <t j ford (18) have the most point in the game on november 18>. Is it entailed or refuted by the table above?,Telecommunications,0.10725229233503342
The statement is:  <there be no episode with a share of 16.2% and an episode no of less than 1>. Is it entailed or refuted by the table above?,Media and Entertainment,0.10737477988004684
"The statement is:  <in the game with a score of l 92 - 96 (ot) , the highest rebound be 12>. Is it entailed or refuted by the table above?",Telecommunications,0.093480184674263
The statement is:  <kevin garnett have 5 rebound during the game that score l 92 - 96 (ot)>. Is it entailed or refuted by the table above?,Telecommunications,0.13579672574996948
The statement is:  <elchin muradov compete classify as t12 in imola>. Is it entailed or refuted by the table above?,Education,0.07607147842645645
The statement is:  <the fastest finish time for september 1 2012 be 10.46 second by jason smyth>. Is it entailed or refuted by the table above?,Telecommunications,0.08936192840337753
The statement is:  <elchin muradov 's fastest time be 11.03>. Is it entailed or refuted by the table above?,Telecommunications,0.0849880501627922
The statement is:  <jason smyth 's fastest time be greater than 11>. Is it entailed or refuted by the table above?,Telecommunications,0.09144949913024902
The statement is:  <hakeem olajuwon play for houston between 2001 - 02>. Is it entailed or refuted by the table above?,Media and Entertainment,0.11351915448904037
The statement is:  <jimmy oliver of the united state play guard - forward>. Is it entailed or refuted by the table above?,Political,0.11044862866401672
The statement is:  <from 2001 - 2002 hakeem olajuwon play for toronto at center position>. Is it entailed or refuted by the table above?,Telecommunications,0.10596983134746552
The statement is:  <jimmy oliver from united state play at guard - forward position>. Is it entailed or refuted by the table above?,Political,0.09773993492126465
The statement is:  <jimmy oliver play for houston between 2001 - 02>. Is it entailed or refuted by the table above?,Media and Entertainment,0.12579156458377838
The statement is:  <jimmy oliver of nigeria play guurd - forward>. Is it entailed or refuted by the table above?,Media and Entertainment,0.15294042229652405
The statement is:  <hakeem olajuwon play center for toronto before 2000>. Is it entailed or refuted by the table above?,Media and Entertainment,0.10880924016237259
The statement is:  <jimmy oliver play guard - forward for nigeria>. Is it entailed or refuted by the table above?,Political,0.09307977557182312
"The statement is:  <2nd be the labour 's place 2003 that have the result of con hold , and the constituency of ayr>. Is it entailed or refuted by the table above?",Political,0.23592177033424377
The statement is:  <the constituency of aberdeen north be the win party 2003 of snp>. Is it entailed or refuted by the table above?,Political,0.3164559304714203
The statement is:  <strathkelvin and bearsden be rank at 4th>. Is it entailed or refuted by the table above?,Political,0.07897183299064636
"The statement is:  <the constituency of caithness , sutherland and easter ross have a swing to gain of 4.96>. Is it entailed or refuted by the table above?",Political,0.4101622700691223
The statement is:  <the snp be the win party 2003 that have the constituency of edinburgh south>. Is it entailed or refuted by the table above?,Political,0.31295984983444214
"The statement is:  <2.99 be the sum of swing to gain that have constituency of caithness , sutherland and easter ross>. Is it entailed or refuted by the table above?",Political,0.3161943554878235
The statement is:  <lilly (3 - 3) have a loss on july 18 at 3:11>. Is it entailed or refuted by the table above?,Telecommunications,0.10208937525749207
The statement is:  <the record be 43 - 56 after lose 3 in a row at the yankee>. Is it entailed or refuted by the table above?,Political,0.13206693530082703
"The statement is:  <on july 18 , the record go to 41 - 51 after a win 12 - 4>. Is it entailed or refuted by the table above?",Political,0.12959352135658264
The statement is:  <a win be record on july 31 bring the record 46 - 58>. Is it entailed or refuted by the table above?,Political,0.0899234414100647
The statement is:  <weaver lose at the indian bring his record to (9 - 9)>. Is it entailed or refuted by the table above?,Political,0.11106017231941223
"The statement is:  <on july 18 , lilly lose after a time of 3:11>. Is it entailed or refuted by the table above?",Telecommunications,0.08432616293430328
The statement is:  <on july 26 they play the yankee with a record of 43 - 56>. Is it entailed or refuted by the table above?,Political,0.12008611857891083
"The statement is:  <on july 18 , the yankee lose 12 - 4 while have a record of 41 - 51>. Is it entailed or refuted by the table above?",Political,0.18429726362228394
The statement is:  <on july 31 the record be 46 - 58>. Is it entailed or refuted by the table above?,Political,0.07112208753824234
The statement is:  <weaver lose to the indian on july 22>. Is it entailed or refuted by the table above?,Political,0.12484847009181976
The statement is:  <2:38 be the time on july 18 of a loss of lilly (3 - 3)>. Is it entailed or refuted by the table above?,Telecommunications,0.08331216871738434
The statement is:  <indian be the opponent with a record of 43 - 56>. Is it entailed or refuted by the table above?,Political,0.13007177412509918
The statement is:  <11 - 2 be the july 18 score that have a record of 41 - 51>. Is it entailed or refuted by the table above?,Telecommunications,0.08316535502672195
The statement is:  <mariner have the highest attendance at 30022 between july 1 and july 31>. Is it entailed or refuted by the table above?,Media and Entertainment,0.12508107721805573
The statement is:  <the game against the red on july 18 ran for 3 hour and 11 minute and lilly (3 - 3) receive the loss>. Is it entailed or refuted by the table above?,Political,0.11434781551361084
"The statement is:  <on july 25 , the team finish with a record of 43 - 56 after play the yankee>. Is it entailed or refuted by the table above?",Telecommunications,0.11254137009382248
"The statement is:  <the score on july 18 , when the team 's record be 41 - 51 and burba (9 - 8) receive the loss , be 12 - 4>. Is it entailed or refuted by the table above?",Political,0.10692406445741653
The statement is:  <the record on july 31 be 46 - 58 with indian as the opponent>. Is it entailed or refuted by the table above?,Political,0.1836104393005371
The statement is:  <the sum of crowd attendance be 38938 at the game loss by clement (5 - 7)>. Is it entailed or refuted by the table above?,Political,0.1002122163772583
"The statement is:  <at the game play against the white sox on june 21 , there be a score of 2 - 1 (10)>. Is it entailed or refuted by the table above?",Political,0.0815240889787674
"The statement is:  <lexi lombardelli be the cyber girl in week 2 , and tasha nicole be the name of the cyber girl in week 3>. Is it entailed or refuted by the table above?",Telecommunications,0.15174953639507294
"The statement is:  <anissa holmes be the cyber girl in week 1 , while alinna d penta be the cyber girl in week 3>. Is it entailed or refuted by the table above?",Media and Entertainment,0.12332544475793839
"The statement is:  <in week 3 felicia taylor be the cyber girl , and by week 5 , the month have end>. Is it entailed or refuted by the table above?",Media and Entertainment,0.1340562254190445
"The statement is:  <ashley lowe be the cyber girl in week 2 , and jennifer lewis be the cyber girl in week 3>. Is it entailed or refuted by the table above?",Media and Entertainment,0.13665509223937988
"The statement is:  <josie goldberg be the cyber girl in week 2 , while diane deluna be the cyber girl in week 4>. Is it entailed or refuted by the table above?",Media and Entertainment,0.15909160673618317
"The statement is:  <when demi jessica be the cyber girl in week 1 , chernise yvette be the cyber girl in week 3>. Is it entailed or refuted by the table above?",Media and Entertainment,0.13551609218120575
"The statement is:  <when lexi lombardelli be the cyber girl in week 2 , kristen smith be the name of the cyber girl in week 4>. Is it entailed or refuted by the table above?",Telecommunications,0.1197097897529602
"The statement is:  <when ashley lowe be the cyber girl in week 2 , jennifer lewis be the cyber girl in week 1>. Is it entailed or refuted by the table above?",Media and Entertainment,0.12869736552238464
The statement is:  <kaci lynn be the cyber girl in week 2 when diane deluna be the cyber girl in week 4>. Is it entailed or refuted by the table above?,Media and Entertainment,0.15353840589523315
The statement is:  <research grant have the first establishment in the amount of 4.027 in the year before 1810>. Is it entailed or refuted by the table above?,Science and Research,0.3275153636932373
The statement is:  <the total number of establish university receive research grant in the amount of 2.203 be more than 1>. Is it entailed or refuted by the table above?,Science and Research,0.22129233181476593
The statement is:  <the student population be less than 3600 when research grant be 1.812>. Is it entailed or refuted by the table above?,Science and Research,0.18190573155879974
"The statement is:  <in round 6 , number 1 toad hall win gtu while number 48 greenwood race win the gto>. Is it entailed or refuted by the table above?",Political,0.1339847296476364
"The statement is:  <in round 1 , number 48 mustang win the to while number 16 2002 win the tu>. Is it entailed or refuted by the table above?",Political,0.12899930775165558
The statement is:  <number 48 greenwood racing be the gto win team for round 6>. Is it entailed or refuted by the table above?,Sports and Recreation,0.13763247430324554
The statement is:  <denny long be the gto win team at lime rock>. Is it entailed or refuted by the table above?,Political,0.12454011291265488
"The statement is:  <88 camaro be the winning team when the tu win team be number 16 , 2002>. Is it entailed or refuted by the table above?",Political,0.13587163388729095
The statement is:  <the washington capital have pick number 155>. Is it entailed or refuted by the table above?,Political,0.14544302225112915
The statement is:  <the washington capital select a player with draft number 155>. Is it entailed or refuted by the table above?,Political,0.13975636661052704
The statement is:  <philadelphia flyer be associate with draft number 155>. Is it entailed or refuted by the table above?,Political,0.10321547091007233
The statement is:  <washington capital be associate with draft number 161>. Is it entailed or refuted by the table above?,Political,0.15178512036800385
The statement is:  <the magic have a record of 12 - 30 as visitor>. Is it entailed or refuted by the table above?,Travel and Hospitality,0.0945286974310875
The statement is:  <the grizzlies at home record be 103 - 84 with the lead scorer rudy gay (18)>. Is it entailed or refuted by the table above?,Political,0.16826847195625305
The statement is:  <the grizzlies at home record be 10 - 28 with the lead scorer rudy gay (30)>. Is it entailed or refuted by the table above?,Political,0.1891651749610901
"The statement is:  <pau gasol (28) be the lead scorer have a home of lakers , and a record of 10 - 28>. Is it entailed or refuted by the table above?",Telecommunications,0.11433279514312744
"The statement is:  <mcwilliams - franklin lead in high rebound against washintgon , with a 19 - 6 record>. Is it entailed or refuted by the table above?",Political,0.1227889135479927
The statement is:  <the game with the 13 - 5 record be play at mohegan sun arena in front of a crowd of 6019>. Is it entailed or refuted by the table above?,Media and Entertainment,0.11887376010417938
The statement is:  <mcwilliams - franklin (12) do the high rebound in the game and douglas (22) do the high point>. Is it entailed or refuted by the table above?,Telecommunications,0.11788488924503326
The statement is:  <the record of the game on july 1 be 12 - 5>. Is it entailed or refuted by the table above?,Telecommunications,0.11099927872419357
The statement is:  <the game with a record 17 - 6 be play with opponent san antonio>. Is it entailed or refuted by the table above?,Political,0.08205633610486984
"The statement is:  <mcwilliams - franklin have the highest rebound , at 12 , in a game with a 19 - 6 record>. Is it entailed or refuted by the table above?",Telecommunications,0.11350066214799881
The statement is:  <the game in the mohegan sun arena have an attendance of 6019 people and a record of 13 - 5>. Is it entailed or refuted by the table above?,Media and Entertainment,0.15730875730514526
"The statement is:  <in 1 game , mcwilliams - franklin have the high rebound , at 12 , while douglas have the high point , at 28>. Is it entailed or refuted by the table above?",Telecommunications,0.12603160738945007
The statement is:  <the team 's record come into the july 1 game be 12 - 5>. Is it entailed or refuted by the table above?,Telecommunications,0.10211346298456192
The statement is:  <the victory over new york on july 22 bring their record to 17 - 6>. Is it entailed or refuted by the table above?,Political,0.09746360778808594
The statement is:  <mcwilliams - franklin (12) do the high rebound in the game with a 20 - 6 record>. Is it entailed or refuted by the table above?,Telecommunications,0.10568276047706604
The statement is:  <the game with a 13 - 5 record be play in the mohegan sun arena in front of 7558 people>. Is it entailed or refuted by the table above?,Media and Entertainment,0.13942605257034302
The statement is:  <the record on the game play on july 1 be 14 - 5>. Is it entailed or refuted by the table above?,Telecommunications,0.1140383929014206
"The statement is:  <after the win on july 1 at mohegan sun arena , their record improve to 12 - 5>. Is it entailed or refuted by the table above?",Telecommunications,0.09643436968326569
The statement is:  <orthodox christianity be the dominate religion in the village of Čelarevo with a population of 4831>. Is it entailed or refuted by the table above?,Religion and Philosophy,0.1643913835287094
The statement is:  <the population of mladenovo village be 2679>. Is it entailed or refuted by the table above?,Census and Demographics,0.20255453884601593
The statement is:  <jay inslee be the washington 1 district incumbent>. Is it entailed or refuted by the table above?,Political,0.4066881239414215
The statement is:  <in washington 4 district the first elect year 1994>. Is it entailed or refuted by the table above?,Political,0.2507818341255188
"The statement is:  <the election where the date of first elect be 2000 , the result be re - elect>. Is it entailed or refuted by the table above?",Political,0.31386199593544006
"The statement is:  <there be 1 category of re - elect in the washington 4 district , whose incumbent be norm dick>. Is it entailed or refuted by the table above?",Political,0.38364434242248535
The statement is:  <only 5 candidate be reelect>. Is it entailed or refuted by the table above?,Political,0.249978169798851
The statement is:  <elmore waste disposal in spratanburg county be list on 03 / 31 / 1989>. Is it entailed or refuted by the table above?,Environmental,0.23672708868980408
The statement is:  <aqua - tech environmental inc be propose on 08 / 23 / 1994>. Is it entailed or refuted by the table above?,Environmental,0.6490188241004944
The statement is:  <sangamo weston / twelve - mile / hartwell pcb be list on 02 / 21 / 1990>. Is it entailed or refuted by the table above?,Political,0.09501872956752777
The statement is:  <independent nail co of beaufort county have a cerclis id of scd004773644>. Is it entailed or refuted by the table above?,Political,0.22138914465904236
The statement is:  <savannah river site (usdoe) be the name with a date list of 11 / 21 / 1989>. Is it entailed or refuted by the table above?,Environmental,0.07342033088207245
The statement is:  <elmore waste disposal have a list of 03 / 31 / 1989 in spartanburg county>. Is it entailed or refuted by the table above?,Environmental,0.23053394258022308
The statement is:  <08 / 23 / 1994 be the date propose when the list date be 12 / 16 / 1994 in the county of beaufort>. Is it entailed or refuted by the table above?,Political,0.09713642299175262
The statement is:  <rock hill chemical co be list 02 / 21 / 1990 and have a cerclis id of scd980844005>. Is it entailed or refuted by the table above?,Science and Research,0.10856689512729645
"The statement is:  <wamchem , inc in beaufort have a cerclis id of scd037405362>. Is it entailed or refuted by the table above?",Healthcare and Medicine,0.097519651055336
The statement is:  <nameof charleston county be geiger (c & m oil) with a cerclis id of scd980711279>. Is it entailed or refuted by the table above?,Industrial and Manufacturing,0.1351647824048996
The statement is:  <savannah river site (usdoe) list date be 11 / 21 / 1989>. Is it entailed or refuted by the table above?,Internet and Web Services,0.06858626008033752
The statement is:  <08 / 24 / 1994 be the propose date>. Is it entailed or refuted by the table above?,Telecommunications,0.07708479464054108
The statement is:  <sangamo weston / twelve mile / hartwell pbc be list as 03 / 21 / 1990>. Is it entailed or refuted by the table above?,Political,0.11734967678785324
The statement is:  <beaufort have a cerclis id of scd037415364>. Is it entailed or refuted by the table above?,Legal,0.08174365758895874
The statement is:  <geiger (c & m oil) have the cerlis id of scd98711299>. Is it entailed or refuted by the table above?,Industrial and Manufacturing,0.09745617210865021
The statement is:  <the savannah river site (usdoe) have the cerlis id of scd98711222>. Is it entailed or refuted by the table above?,Environmental,0.11467432975769043
"The statement is:  <the cerclis id of scd980844005 be list before 02 / 21 / 1990 for leonard chemical co , inc>. Is it entailed or refuted by the table above?",Science and Research,0.09131009876728058
The statement is:  <the county of beaufort have no cerclis id>. Is it entailed or refuted by the table above?,Political,0.138285830616951
The statement is:  <geiger (c & m oil) be the name for charleston county with a cerclis id of scd980711279 which be propose after 09 / 08 / 1983>. Is it entailed or refuted by the table above?,Industrial and Manufacturing,0.12554599344730377
The statement is:  <savannah river site (usdoe) in allendale be the name for the listed date of 11 / 21 / 1989>. Is it entailed or refuted by the table above?,Political,0.06526389718055725
The statement is:  <match by essendon and south melbourne have crowd of 19000>. Is it entailed or refuted by the table above?,Political,0.1203388124704361
The statement is:  <carlton versus footscray have 43000 spectator>. Is it entailed or refuted by the table above?,Political,0.15557444095611572
The statement is:  <hawthorn have more than 18000 spectator>. Is it entailed or refuted by the table above?,Telecommunications,0.08632957190275192
The statement is:  <2009 season that have the team 2 of hanoi acb score 6:0>. Is it entailed or refuted by the table above?,Telecommunications,0.1048886775970459
"The statement is:  <chonburi be the team 2 that have the binh duong stadium , vietnam>. Is it entailed or refuted by the table above?",Political,0.15014125406742096
The statement is:  <only 1 team score 0:1 against chonburri>. Is it entailed or refuted by the table above?,Political,0.10909722000360489
The statement is:  <there be 1 match that end with a score of 2:2 and that be hold in vietnam>. Is it entailed or refuted by the table above?,Political,0.13518278300762177
The statement is:  <joaquin rodriguez be the winner of stage 5 with christian meier in the sprint classification>. Is it entailed or refuted by the table above?,Telecommunications,0.10909521579742432
"The statement is:  <the winner of stage 6 , chris horner , be on team htc - columbia>. Is it entailed or refuted by the table above?",Telecommunications,0.1746126413345337
The statement is:  <christian meier lead sprint classification and chris horner lead general classification>. Is it entailed or refuted by the table above?,Political,0.13300012052059174
The statement is:  <sprint classification be associate with an overall loser of joaquin rodriguez be 2>. Is it entailed or refuted by the table above?,Telecommunications,0.08684688806533813
The statement is:  <team htc - columbia lead team classification during the stage whose loser be christian meier>. Is it entailed or refuted by the table above?,Telecommunications,0.12781113386154175
The statement is:  <the first leg of the match be 2 - 1>. Is it entailed or refuted by the table above?,Telecommunications,0.08923988044261932
The statement is:  <the score during the second leg of the match between juventure (rs) v santos (sp) be 0 - 3>. Is it entailed or refuted by the table above?,Sports and Recreation,0.12336926907300949
The statement is:  <the first leg of the match between botafogo and corinthian be 2 - 1>. Is it entailed or refuted by the table above?,Political,0.10455254465341568
The statement is:  <yahaya have be from gha since 2008>. Is it entailed or refuted by the table above?,Political,0.09063946455717087
The statement is:  <yahaya be transfer from gha to anagennisi karditsa for 50k>. Is it entailed or refuted by the table above?,Transportation,0.12051497399806976
The statement is:  <a transfer fee of 50k be pay to anagennisi karditsa for yahaya>. Is it entailed or refuted by the table above?,Telecommunications,0.0895281434059143
"The statement is:  <ita be the nationality of the player name yahaya , he be the only italian player>. Is it entailed or refuted by the table above?",Telecommunications,0.11389043182134628
"The statement is:  <50k be the transfer fee for barboudis , who have an app (l / c / e) of 0 (0 / 0 / 0) and note of to anagennisi karditsa>. Is it entailed or refuted by the table above?",Financial and Economic,0.1214430183172226
The statement is:  <yahaya be from cyp>. Is it entailed or refuted by the table above?,Political,0.22687312960624695
The statement is:  <yahaya be transfer to anorthosis famagusta for free>. Is it entailed or refuted by the table above?,Healthcare and Medicine,0.10588909685611725
"The statement is:  <there be no played with a % win of 50.00% , and loss of 1 , and win smaller than 1>. Is it entailed or refuted by the table above?",Telecommunications,0.06961429119110107
The statement is:  <in the year 2012 there be 5 match play with a no result of 0 and % win of 100.00%>. Is it entailed or refuted by the table above?,Telecommunications,0.08670169115066528
"The statement is:  <there be no played with a %win less than 100% , and loss between 0 and 5 and win between 0 and 5>. Is it entailed or refuted by the table above?",Telecommunications,0.07982137799263
"The statement is:  <in 2012 , there be multiple game with no result>. Is it entailed or refuted by the table above?",Telecommunications,0.08722985535860062
The statement is:  <jacques brel and rod mckuen compose les amants de cœur>. Is it entailed or refuted by the table above?,Travel and Hospitality,0.07015165686607361
The statement is:  <le dernier repas or the last meat be track 4>. Is it entailed or refuted by the table above?,Sports and Recreation,0.11499548703432083
The statement is:  <track number 3 be call la parlote>. Is it entailed or refuted by the table above?,Telecommunications,0.1256963461637497
The statement is:  <la dernier repas by jacques brel be record on 1964 - 01 - 08>. Is it entailed or refuted by the table above?,Political,0.08286032825708389
The statement is:  <jacques brel and rod mckuen compose a track entitle les amants de coeur which mean the lover of the heart>. Is it entailed or refuted by the table above?,Media and Entertainment,0.15698757767677307
The statement is:  <track 3 be la parlote>. Is it entailed or refuted by the table above?,Telecommunications,0.21357361972332
The statement is:  <le fenêtres be record 1964 - 01 - 08>. Is it entailed or refuted by the table above?,Environmental,0.42371857166290283
The statement is:  <quand maman reviendra be compose by jacques brel and rod mukuen>. Is it entailed or refuted by the table above?,Media and Entertainment,0.08616189658641815
The statement is:  <la fanette translate the last meas have a track larger than 2>. Is it entailed or refuted by the table above?,Telecommunications,0.09177999943494797
The statement is:  <le bigotes be track number 3>. Is it entailed or refuted by the table above?,Telecommunications,0.11144939064979553
The statement is:  <the last meal be record on 1963 - 04 - 03>. Is it entailed or refuted by the table above?,Food and Beverage,0.08889785408973694
"The statement is:  <the composer of jacques , jean corti , jouannest have the bigot as translation>. Is it entailed or refuted by the table above?",Political,0.13637614250183105
The statement is:  <la fanette have a track of 12>. Is it entailed or refuted by the table above?,Media and Entertainment,0.09647417813539505
The statement is:  <marcos galvão be the opponent who have the event jungle fight 6>. Is it entailed or refuted by the table above?,Political,0.12735694646835327
The statement is:  <decision be the method under the event jungle fight 2>. Is it entailed or refuted by the table above?,Political,0.11364001780748367
The statement is:  <andre rodrigues be the opponent who have the event jungle fight 6>. Is it entailed or refuted by the table above?,Political,0.12866128981113434
The statement is:  <ko (flying knee) be the method under the event jungle fight 2>. Is it entailed or refuted by the table above?,Telecommunications,0.10111413151025772
The statement is:  <the home team of the kangaroo have a score of 18.12 (120) at the colonial stadium>. Is it entailed or refuted by the table above?,Political,0.12733803689479828
The statement is:  <colonial stadium be the ground that have an away team score of 18.12 (120)>. Is it entailed or refuted by the table above?,Political,0.11811988055706024
"The statement is:  <the away team score which have an away team of kangaroo , and a crowd of 8157 be 12.9 (81)>. Is it entailed or refuted by the table above?",Telecommunications,0.09266732633113861
The statement is:  <there be only 1 new conference in the ncll deep south conference>. Is it entailed or refuted by the table above?,Telecommunications,0.12320592254400253
The statement is:  <the university of nebraska at omaha 's team nickname be maverick>. Is it entailed or refuted by the table above?,Political,0.10626538842916489
"The statement is:  <from 2005 - 2010 the location be list as omaha , nebraska>. Is it entailed or refuted by the table above?",Telecommunications,0.06786692887544632
"The statement is:  <orange city , iowa be home to the red raider>. Is it entailed or refuted by the table above?",Political,0.1652510166168213
The statement is:  <selc be the new conference at the university of mississippi>. Is it entailed or refuted by the table above?,Education,0.18136177957057953
The statement is:  <2008 - 2009 be the year that the new classification be mcla division i>. Is it entailed or refuted by the table above?,Legal,0.08720505237579346
The statement is:  <2009 - 2009 be the year that the new classification be glll>. Is it entailed or refuted by the table above?,Legal,0.08370282500982285
The statement is:  <there be more than 1 new conference in the ncll deep south conference>. Is it entailed or refuted by the table above?,Telecommunications,0.13460858166217804
The statement is:  <russia finish in second placing>. Is it entailed or refuted by the table above?,Political,0.13471001386642456
The statement is:  <kim clijsters / olivier rochus of russia with set w - l 12 - 15 finish in second placing>. Is it entailed or refuted by the table above?,Political,0.12659303843975067
The statement is:  <when they play against detroit lion there be 60594 crowd attendance>. Is it entailed or refuted by the table above?,Media and Entertainment,0.1253107339143753
"The statement is:  <on december 17 , 1992 the game be lose (27 - 7) against the minnesota viking>. Is it entailed or refuted by the table above?",Political,0.11017963290214539
"The statement is:  <during the 9th week the game be play on november 1 , 1992>. Is it entailed or refuted by the table above?",Telecommunications,0.10417791455984116
The statement is:  <60594 crowd attendred the game against the detroit lion>. Is it entailed or refuted by the table above?,Media and Entertainment,0.1233157068490982
"The statement is:  <week 9 start november 1 , 1992>. Is it entailed or refuted by the table above?",Software and Technology,0.06247926503419876
"The statement is:  <when the result be l27 - 7 , and the opponent be the houston oiler , it be december 27 , 1992>. Is it entailed or refuted by the table above?",Political,0.12825722992420197
"The statement is:  <week 6 be november 1 , 1992>. Is it entailed or refuted by the table above?",Legal,0.06584586948156357
The statement is:  <lambeau field be the venue for 7 of the 17 week>. Is it entailed or refuted by the table above?,Media and Entertainment,0.10972017049789429
"The statement is:  <the december 27 , 1992 game be a 27 - 7 loss against the minnesota viking at milwaukee county stadium>. Is it entailed or refuted by the table above?",Political,0.10349703580141068
The statement is:  <bob murphy win 4 event out of the 28 he play>. Is it entailed or refuted by the table above?,Media and Entertainment,0.11668616533279419
The statement is:  <bob murphy only appear in this table with 4 win>. Is it entailed or refuted by the table above?,Telecommunications,0.07527884840965271
The statement is:  <jim colbert have the least amount of win and least total earnings>. Is it entailed or refuted by the table above?,Media and Entertainment,0.1443507820367813
"The statement is:  <isao aoki play 28 event , accumulate 4 win>. Is it entailed or refuted by the table above?",Telecommunications,0.07833508402109146
The statement is:  <there be no time jim colbert appear in the table with fewer than 5 win>. Is it entailed or refuted by the table above?,Media and Entertainment,0.1234840676188469
The statement is:  <the cornerback chris thompson be pick 18>. Is it entailed or refuted by the table above?,Political,0.12677383422851562
The statement is:  <bobby mccray of florida be the only player with a pick larger than 9 and a round larger than 5>. Is it entailed or refuted by the table above?,Telecommunications,0.10094079375267029
The statement is:  <cornerback have a pick of 27>. Is it entailed or refuted by the table above?,Political,0.07698921114206314
"The statement is:  <delta state have a round smaller than 7 , and a pick smaller than 18 , and a name of anthony maddox>. Is it entailed or refuted by the table above?",Political,0.09641629457473755
"The statement is:  <only 1 overall have a pick larger than 10 , and a round larger than 5>. Is it entailed or refuted by the table above?",Telecommunications,0.07469528168439865
"The statement is:  <the tournament at milan , italy have a score of 4 - 6 , 6 - 3 , 7 - 6 (10)>. Is it entailed or refuted by the table above?",Political,0.10949926823377609
"The statement is:  <before the date of 25 november 2002 , milan , italy have a score of 4 - 6 , 6 - 3 , 7 - 6 (10)>. Is it entailed or refuted by the table above?",Political,0.08861357718706131
"The statement is:  <in the year 2010 , the co - driver for team risi competizione be gianmaria bruni pierre kaffer in the gt2 class>. Is it entailed or refuted by the table above?",Transportation,0.13321813941001892
The statement is:  <the team risi competizione have 3 more lap in the year 2009 than in the year 2008>. Is it entailed or refuted by the table above?,Sports and Recreation,0.094487264752388
The statement is:  <the average laps drive in the gt class be 223.0>. Is it entailed or refuted by the table above?,Transportation,0.14159268140792847
"The statement is:  <the class gt2 , have drive greater than 133 lap , place below18th position and have a class position of 1st>. Is it entailed or refuted by the table above?",Software and Technology,0.0816512480378151
The statement is:  <the title for episode number 30 be fall guy>. Is it entailed or refuted by the table above?,Media and Entertainment,0.19010986387729645
The statement is:  <beauty and the best be the 11th number in the series>. Is it entailed or refuted by the table above?,Legal,0.07282523810863495
The statement is:  <the episode title crossroad be the 8th episode in the series>. Is it entailed or refuted by the table above?,Media and Entertainment,0.22552461922168732
The statement is:  <fall guy be the title for series number 8>. Is it entailed or refuted by the table above?,Media and Entertainment,0.2041531652212143
The statement is:  <8 be the number in series for the episode title crossroad originally air on 30 may 2010>. Is it entailed or refuted by the table above?,Media and Entertainment,0.11284465342760086
The statement is:  <connaught type b earn 0 point in 1955>. Is it entailed or refuted by the table above?,Telecommunications,0.0726272314786911
The statement is:  <12 de octubre have 6 loss>. Is it entailed or refuted by the table above?,Financial and Economic,0.08694449812173843
The statement is:  <12 de octubre have 5 loss>. Is it entailed or refuted by the table above?,Financial and Economic,0.09284605830907822
The statement is:  <game 3 be hold on october 6>. Is it entailed or refuted by the table above?,Telecommunications,0.10474903881549835
The statement is:  <game 3 occur on october 10 with a time of 3:07>. Is it entailed or refuted by the table above?,Telecommunications,0.1196645200252533
The statement is:  <stonesoft be number 6 on the list and be price at 389 million dollar>. Is it entailed or refuted by the table above?,Software and Technology,0.2634904384613037
The statement is:  <stonesoft have a price of 389 m>. Is it entailed or refuted by the table above?,Software and Technology,0.2246604561805725
The statement is:  <stonesoft be number lower than 6 and price at 389 m>. Is it entailed or refuted by the table above?,Software and Technology,0.17911429703235626
